customer_code,department_item_category,transaction_count,transaction_percentage
customer_code_2152,household-baby_needs,1,0.5555555555555556
customer_code_2152,lifestyle-wellness_food,4,2.2222222222222223
customer_code_2153,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2153,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2153,animal products-frozen_meat,11,7.18954248366013
customer_code_2153,animal products-seafood,3,1.9607843137254901
customer_code_2153,fresh-fruits,67,43.790849673202615
customer_code_2153,fresh-vegetables,57,37.254901960784316
customer_code_2153,homeware-stationery,3,1.9607843137254901
customer_code_2153,household-baby_needs,1,0.6535947712418301
customer_code_2153,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2154,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2154,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2154,animal products-frozen_meat,11,7.18954248366013
customer_code_2154,animal products-seafood,3,1.9607843137254901
customer_code_2154,fresh-fruits,74,48.36601307189542
customer_code_2154,fresh-vegetables,50,32.6797385620915
customer_code_2154,homeware-stationery,3,1.9607843137254901
customer_code_2154,household-baby_needs,1,0.6535947712418301
customer_code_2154,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2155,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2155,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2155,animal products-frozen_meat,11,7.18954248366013
customer_code_2155,animal products-seafood,3,1.9607843137254901
customer_code_2155,fresh-fruits,67,43.790849673202615
customer_code_2155,fresh-vegetables,57,37.254901960784316
customer_code_2155,homeware-stationery,3,1.9607843137254901
customer_code_2155,household-baby_needs,1,0.6535947712418301
customer_code_2155,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2156,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2156,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2156,animal products-frozen_meat,11,7.18954248366013
customer_code_2156,animal products-seafood,3,1.9607843137254901
customer_code_2156,fresh-fruits,81,52.94117647058824
customer_code_2156,fresh-vegetables,43,28.104575163398692
customer_code_2156,homeware-stationery,3,1.9607843137254901
customer_code_2156,household-baby_needs,1,0.6535947712418301
customer_code_2156,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2157,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2157,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2157,animal products-frozen_meat,11,7.18954248366013
customer_code_2157,animal products-seafood,3,1.9607843137254901
customer_code_2157,fresh-fruits,75,49.01960784313725
customer_code_2157,fresh-vegetables,49,32.02614379084967
customer_code_2157,homeware-stationery,3,1.9607843137254901
customer_code_2157,household-baby_needs,1,0.6535947712418301
customer_code_2157,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2158,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2158,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2158,animal products-frozen_meat,11,7.18954248366013
customer_code_2158,animal products-seafood,3,1.9607843137254901
customer_code_2158,fresh-fruits,75,49.01960784313725
customer_code_2158,fresh-vegetables,49,32.02614379084967
customer_code_2158,homeware-stationery,3,1.9607843137254901
customer_code_2158,household-baby_needs,1,0.6535947712418301
customer_code_2158,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2159,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2159,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2159,animal products-dairy,108,70.58823529411765
customer_code_2159,animal products-frozen_meat,11,7.18954248366013
customer_code_2159,animal products-seafood,3,1.9607843137254901
customer_code_2159,fresh-fruits,9,5.88235294117647
customer_code_2159,fresh-vegetables,7,4.57516339869281
customer_code_2159,homeware-stationery,3,1.9607843137254901
customer_code_2159,household-baby_needs,1,0.6535947712418301
customer_code_2159,lifestyle-wellness_food,4,2.6143790849673203
customer_code_216,Hygiene-baby_needs,1,0.5555555555555556
customer_code_216,Hygiene-beauty_and_personal_care,6,3.3333333333333335
customer_code_216,animal products-frozen_meat,11,6.111111111111111
customer_code_216,animal products-seafood,3,1.6666666666666667
customer_code_216,fresh-fruits,83,46.111111111111114
customer_code_216,fresh-vegetables,68,37.77777777777778
customer_code_216,homeware-stationery,3,1.6666666666666667
customer_code_216,household-baby_needs,1,0.5555555555555556
customer_code_216,lifestyle-wellness_food,4,2.2222222222222223
customer_code_2160,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2160,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2160,animal products-dairy,108,70.58823529411765
customer_code_2160,animal products-frozen_meat,11,7.18954248366013
customer_code_2160,animal products-seafood,3,1.9607843137254901
customer_code_2160,fresh-fruits,9,5.88235294117647
customer_code_2160,fresh-vegetables,7,4.57516339869281
customer_code_2160,homeware-stationery,3,1.9607843137254901
customer_code_2160,household-baby_needs,1,0.6535947712418301
customer_code_2160,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2161,Hygiene-baby_needs,1,0.7936507936507936
customer_code_2161,Hygiene-beauty_and_personal_care,6,4.761904761904762
customer_code_2161,animal products-frozen_meat,48,38.095238095238095
customer_code_2161,animal products-seafood,47,37.301587301587304
customer_code_2161,fresh-fruits,9,7.142857142857142
customer_code_2161,fresh-vegetables,7,5.555555555555555
customer_code_2161,homeware-stationery,3,2.380952380952381
customer_code_2161,household-baby_needs,1,0.7936507936507936
customer_code_2161,lifestyle-wellness_food,4,3.1746031746031744
customer_code_2162,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2162,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2162,animal products-frozen_meat,67,43.790849673202615
customer_code_2162,animal products-seafood,55,35.947712418300654
customer_code_2162,fresh-fruits,9,5.88235294117647
customer_code_2162,fresh-vegetables,7,4.57516339869281
customer_code_2162,homeware-stationery,3,1.9607843137254901
customer_code_2162,household-baby_needs,1,0.6535947712418301
customer_code_2162,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2163,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2163,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2163,animal products-frozen_meat,11,7.18954248366013
customer_code_2163,animal products-seafood,3,1.9607843137254901
customer_code_2163,fresh-fruits,9,5.88235294117647
customer_code_2163,fresh-vegetables,7,4.57516339869281
customer_code_2163,homeware-stationery,3,1.9607843137254901
customer_code_2163,household-baby_needs,1,0.6535947712418301
customer_code_2163,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2163,pet_products-pet_care,68,44.44444444444444
customer_code_2163,pet_products-pet_food,40,26.143790849673206
customer_code_2164,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2164,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2164,animal products-frozen_meat,11,7.18954248366013
customer_code_2164,animal products-seafood,3,1.9607843137254901
customer_code_2164,fresh-fruits,9,5.88235294117647
customer_code_2164,fresh-vegetables,7,4.57516339869281
customer_code_2164,homeware-stationery,3,1.9607843137254901
customer_code_2164,household-baby_needs,1,0.6535947712418301
customer_code_2164,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2164,pet_products-pet_care,67,43.790849673202615
customer_code_2164,pet_products-pet_food,41,26.797385620915033
customer_code_2165,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2165,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2165,animal products-frozen_meat,11,7.18954248366013
customer_code_2165,animal products-seafood,3,1.9607843137254901
customer_code_2165,fresh-fruits,9,5.88235294117647
customer_code_2165,fresh-vegetables,7,4.57516339869281
customer_code_2165,homeware-stationery,111,72.54901960784314
customer_code_2165,household-baby_needs,1,0.6535947712418301
customer_code_2165,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2166,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2166,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2166,animal products-frozen_meat,11,7.18954248366013
customer_code_2166,animal products-seafood,3,1.9607843137254901
customer_code_2166,fresh-fruits,9,5.88235294117647
customer_code_2166,fresh-vegetables,7,4.57516339869281
customer_code_2166,homeware-stationery,111,72.54901960784314
customer_code_2166,household-baby_needs,1,0.6535947712418301
customer_code_2166,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2167,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2167,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2167,animal products-frozen_meat,11,7.18954248366013
customer_code_2167,animal products-seafood,3,1.9607843137254901
customer_code_2167,fresh-fruits,9,5.88235294117647
customer_code_2167,fresh-vegetables,7,4.57516339869281
customer_code_2167,homeware-stationery,111,72.54901960784314
customer_code_2167,household-baby_needs,1,0.6535947712418301
customer_code_2167,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2168,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2168,Hygiene-beauty_and_personal_care,114,74.50980392156863
customer_code_2168,animal products-frozen_meat,11,7.18954248366013
customer_code_2168,animal products-seafood,3,1.9607843137254901
customer_code_2168,fresh-fruits,9,5.88235294117647
customer_code_2168,fresh-vegetables,7,4.57516339869281
customer_code_2168,homeware-stationery,3,1.9607843137254901
customer_code_2168,household-baby_needs,1,0.6535947712418301
customer_code_2168,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2169,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2169,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2169,animal products-frozen_meat,11,7.18954248366013
customer_code_2169,animal products-seafood,3,1.9607843137254901
customer_code_2169,fresh-fruits,9,5.88235294117647
customer_code_2169,fresh-vegetables,7,4.57516339869281
customer_code_2169,homeware-stationery,3,1.9607843137254901
customer_code_2169,household-baby_needs,1,0.6535947712418301
customer_code_2169,household-wellness_products,28,18.30065359477124
customer_code_2169,lifestyle-wellness_food,84,54.90196078431373
customer_code_217,Hygiene-baby_needs,1,0.6535947712418301
customer_code_217,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_217,animal products-frozen_meat,11,7.18954248366013
customer_code_217,animal products-seafood,3,1.9607843137254901
customer_code_217,fresh-fruits,66,43.13725490196079
customer_code_217,fresh-vegetables,58,37.908496732026144
customer_code_217,homeware-stationery,3,1.9607843137254901
customer_code_217,household-baby_needs,1,0.6535947712418301
customer_code_217,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2170,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2170,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2170,animal products-frozen_meat,11,7.18954248366013
customer_code_2170,animal products-seafood,3,1.9607843137254901
customer_code_2170,fresh-fruits,9,5.88235294117647
customer_code_2170,fresh-vegetables,7,4.57516339869281
customer_code_2170,homeware-stationery,3,1.9607843137254901
customer_code_2170,household-baby_needs,1,0.6535947712418301
customer_code_2170,household-wellness_products,25,16.33986928104575
customer_code_2170,lifestyle-wellness_food,87,56.86274509803921
customer_code_2171,Hygiene-baby_needs,89,58.16993464052288
customer_code_2171,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2171,animal products-frozen_meat,11,7.18954248366013
customer_code_2171,animal products-seafood,3,1.9607843137254901
customer_code_2171,fresh-fruits,9,5.88235294117647
customer_code_2171,fresh-vegetables,7,4.57516339869281
customer_code_2171,homeware-stationery,3,1.9607843137254901
customer_code_2171,household-baby_needs,21,13.725490196078432
customer_code_2171,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2172,Hygiene-baby_needs,82,53.59477124183007
customer_code_2172,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2172,animal products-frozen_meat,11,7.18954248366013
customer_code_2172,animal products-seafood,3,1.9607843137254901
customer_code_2172,fresh-fruits,9,5.88235294117647
customer_code_2172,fresh-vegetables,7,4.57516339869281
customer_code_2172,homeware-stationery,3,1.9607843137254901
customer_code_2172,household-baby_needs,28,18.30065359477124
customer_code_2172,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2173,Hygiene-baby_needs,1,0.5555555555555556
customer_code_2173,Hygiene-beauty_and_personal_care,6,3.3333333333333335
customer_code_2173,animal products-frozen_meat,11,6.111111111111111
customer_code_2173,animal products-seafood,3,1.6666666666666667
customer_code_2173,fresh-fruits,82,45.55555555555556
customer_code_2173,fresh-vegetables,69,38.333333333333336
customer_code_2173,homeware-stationery,3,1.6666666666666667
customer_code_2173,household-baby_needs,1,0.5555555555555556
customer_code_2173,lifestyle-wellness_food,4,2.2222222222222223
customer_code_2174,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2174,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2174,animal products-frozen_meat,11,7.18954248366013
customer_code_2174,animal products-seafood,3,1.9607843137254901
customer_code_2174,fresh-fruits,75,49.01960784313725
customer_code_2174,fresh-vegetables,49,32.02614379084967
customer_code_2174,homeware-stationery,3,1.9607843137254901
customer_code_2174,household-baby_needs,1,0.6535947712418301
customer_code_2174,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2175,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2175,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2175,animal products-frozen_meat,11,7.18954248366013
customer_code_2175,animal products-seafood,3,1.9607843137254901
customer_code_2175,fresh-fruits,73,47.712418300653596
customer_code_2175,fresh-vegetables,51,33.33333333333333
customer_code_2175,homeware-stationery,3,1.9607843137254901
customer_code_2175,household-baby_needs,1,0.6535947712418301
customer_code_2175,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2176,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2176,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2176,animal products-frozen_meat,11,7.18954248366013
customer_code_2176,animal products-seafood,3,1.9607843137254901
customer_code_2176,fresh-fruits,58,37.908496732026144
customer_code_2176,fresh-vegetables,66,43.13725490196079
customer_code_2176,homeware-stationery,3,1.9607843137254901
customer_code_2176,household-baby_needs,1,0.6535947712418301
customer_code_2176,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2177,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2177,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2177,animal products-frozen_meat,11,7.18954248366013
customer_code_2177,animal products-seafood,3,1.9607843137254901
customer_code_2177,fresh-fruits,70,45.751633986928105
customer_code_2177,fresh-vegetables,54,35.294117647058826
customer_code_2177,homeware-stationery,3,1.9607843137254901
customer_code_2177,household-baby_needs,1,0.6535947712418301
customer_code_2177,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2178,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2178,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2178,animal products-frozen_meat,11,7.18954248366013
customer_code_2178,animal products-seafood,3,1.9607843137254901
customer_code_2178,fresh-fruits,67,43.790849673202615
customer_code_2178,fresh-vegetables,57,37.254901960784316
customer_code_2178,homeware-stationery,3,1.9607843137254901
customer_code_2178,household-baby_needs,1,0.6535947712418301
customer_code_2178,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2179,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2179,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2179,animal products-dairy,108,70.58823529411765
customer_code_2179,animal products-frozen_meat,11,7.18954248366013
customer_code_2179,animal products-seafood,3,1.9607843137254901
customer_code_2179,fresh-fruits,9,5.88235294117647
customer_code_2179,fresh-vegetables,7,4.57516339869281
customer_code_2179,homeware-stationery,3,1.9607843137254901
customer_code_2179,household-baby_needs,1,0.6535947712418301
customer_code_2179,lifestyle-wellness_food,4,2.6143790849673203
customer_code_218,Hygiene-baby_needs,1,0.6535947712418301
customer_code_218,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_218,animal products-frozen_meat,11,7.18954248366013
customer_code_218,animal products-seafood,3,1.9607843137254901
customer_code_218,fresh-fruits,71,46.40522875816993
customer_code_218,fresh-vegetables,53,34.64052287581699
customer_code_218,homeware-stationery,3,1.9607843137254901
customer_code_218,household-baby_needs,1,0.6535947712418301
customer_code_218,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2180,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2180,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2180,animal products-dairy,108,70.58823529411765
customer_code_2180,animal products-frozen_meat,11,7.18954248366013
customer_code_2180,animal products-seafood,3,1.9607843137254901
customer_code_2180,fresh-fruits,9,5.88235294117647
customer_code_2180,fresh-vegetables,7,4.57516339869281
customer_code_2180,homeware-stationery,3,1.9607843137254901
customer_code_2180,household-baby_needs,1,0.6535947712418301
customer_code_2180,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2181,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2181,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2181,animal products-frozen_meat,62,40.52287581699346
customer_code_2181,animal products-seafood,60,39.21568627450981
customer_code_2181,fresh-fruits,9,5.88235294117647
customer_code_2181,fresh-vegetables,7,4.57516339869281
customer_code_2181,homeware-stationery,3,1.9607843137254901
customer_code_2181,household-baby_needs,1,0.6535947712418301
customer_code_2181,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2182,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2182,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2182,animal products-frozen_meat,67,43.790849673202615
customer_code_2182,animal products-seafood,55,35.947712418300654
customer_code_2182,fresh-fruits,9,5.88235294117647
customer_code_2182,fresh-vegetables,7,4.57516339869281
customer_code_2182,homeware-stationery,3,1.9607843137254901
customer_code_2182,household-baby_needs,1,0.6535947712418301
customer_code_2182,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2183,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2183,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2183,animal products-frozen_meat,63,41.17647058823529
customer_code_2183,animal products-seafood,59,38.56209150326798
customer_code_2183,fresh-fruits,9,5.88235294117647
customer_code_2183,fresh-vegetables,7,4.57516339869281
customer_code_2183,homeware-stationery,3,1.9607843137254901
customer_code_2183,household-baby_needs,1,0.6535947712418301
customer_code_2183,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2184,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2184,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2184,animal products-frozen_meat,11,7.18954248366013
customer_code_2184,animal products-seafood,3,1.9607843137254901
customer_code_2184,fresh-fruits,9,5.88235294117647
customer_code_2184,fresh-vegetables,7,4.57516339869281
customer_code_2184,homeware-stationery,3,1.9607843137254901
customer_code_2184,household-baby_needs,1,0.6535947712418301
customer_code_2184,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2184,pet_products-pet_care,72,47.05882352941176
customer_code_2184,pet_products-pet_food,36,23.52941176470588
customer_code_2185,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2185,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2185,animal products-frozen_meat,11,7.18954248366013
customer_code_2185,animal products-seafood,3,1.9607843137254901
customer_code_2185,fresh-fruits,9,5.88235294117647
customer_code_2185,fresh-vegetables,7,4.57516339869281
customer_code_2185,homeware-stationery,3,1.9607843137254901
customer_code_2185,household-baby_needs,1,0.6535947712418301
customer_code_2185,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2185,pet_products-pet_care,68,44.44444444444444
customer_code_2185,pet_products-pet_food,40,26.143790849673206
customer_code_2186,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2186,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2186,animal products-frozen_meat,11,7.18954248366013
customer_code_2186,animal products-seafood,3,1.9607843137254901
customer_code_2186,fresh-fruits,9,5.88235294117647
customer_code_2186,fresh-vegetables,7,4.57516339869281
customer_code_2186,homeware-stationery,111,72.54901960784314
customer_code_2186,household-baby_needs,1,0.6535947712418301
customer_code_2186,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2187,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2187,Hygiene-beauty_and_personal_care,114,74.50980392156863
customer_code_2187,animal products-frozen_meat,11,7.18954248366013
customer_code_2187,animal products-seafood,3,1.9607843137254901
customer_code_2187,fresh-fruits,9,5.88235294117647
customer_code_2187,fresh-vegetables,7,4.57516339869281
customer_code_2187,homeware-stationery,3,1.9607843137254901
customer_code_2187,household-baby_needs,1,0.6535947712418301
customer_code_2187,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2188,Hygiene-baby_needs,1,0.5555555555555556
customer_code_2188,Hygiene-beauty_and_personal_care,6,3.3333333333333335
customer_code_2188,animal products-frozen_meat,11,6.111111111111111
customer_code_2188,animal products-seafood,3,1.6666666666666667
customer_code_2188,fresh-fruits,93,51.66666666666667
customer_code_2188,fresh-vegetables,58,32.22222222222222
customer_code_2188,homeware-stationery,3,1.6666666666666667
customer_code_2188,household-baby_needs,1,0.5555555555555556
customer_code_2188,lifestyle-wellness_food,4,2.2222222222222223
customer_code_2189,Hygiene-baby_needs,1,0.5555555555555556
customer_code_2189,Hygiene-beauty_and_personal_care,6,3.3333333333333335
customer_code_2189,animal products-frozen_meat,11,6.111111111111111
customer_code_2189,animal products-seafood,3,1.6666666666666667
customer_code_2189,fresh-fruits,85,47.22222222222222
customer_code_2189,fresh-vegetables,66,36.666666666666664
customer_code_2189,homeware-stationery,3,1.6666666666666667
customer_code_2189,household-baby_needs,1,0.5555555555555556
customer_code_2189,lifestyle-wellness_food,4,2.2222222222222223
customer_code_219,Hygiene-baby_needs,1,0.6535947712418301
customer_code_219,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_219,animal products-frozen_meat,11,7.18954248366013
customer_code_219,animal products-seafood,3,1.9607843137254901
customer_code_219,fresh-fruits,72,47.05882352941176
customer_code_219,fresh-vegetables,52,33.98692810457516
customer_code_219,homeware-stationery,3,1.9607843137254901
customer_code_219,household-baby_needs,1,0.6535947712418301
customer_code_219,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2190,Hygiene-baby_needs,1,0.5555555555555556
customer_code_2190,Hygiene-beauty_and_personal_care,6,3.3333333333333335
customer_code_2190,animal products-frozen_meat,11,6.111111111111111
customer_code_2190,animal products-seafood,3,1.6666666666666667
customer_code_2190,fresh-fruits,82,45.55555555555556
customer_code_2190,fresh-vegetables,69,38.333333333333336
customer_code_2190,homeware-stationery,3,1.6666666666666667
customer_code_2190,household-baby_needs,1,0.5555555555555556
customer_code_2190,lifestyle-wellness_food,4,2.2222222222222223
customer_code_2191,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2191,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2191,animal products-frozen_meat,11,7.18954248366013
customer_code_2191,animal products-seafood,3,1.9607843137254901
customer_code_2191,fresh-fruits,68,44.44444444444444
customer_code_2191,fresh-vegetables,56,36.60130718954248
customer_code_2191,homeware-stationery,3,1.9607843137254901
customer_code_2191,household-baby_needs,1,0.6535947712418301
customer_code_2191,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2192,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2192,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2192,animal products-frozen_meat,11,7.18954248366013
customer_code_2192,animal products-seafood,3,1.9607843137254901
customer_code_2192,fresh-fruits,72,47.05882352941176
customer_code_2192,fresh-vegetables,52,33.98692810457516
customer_code_2192,homeware-stationery,3,1.9607843137254901
customer_code_2192,household-baby_needs,1,0.6535947712418301
customer_code_2192,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2193,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2193,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2193,animal products-frozen_meat,11,7.18954248366013
customer_code_2193,animal products-seafood,3,1.9607843137254901
customer_code_2193,fresh-fruits,65,42.48366013071895
customer_code_2193,fresh-vegetables,59,38.56209150326798
customer_code_2193,homeware-stationery,3,1.9607843137254901
customer_code_2193,household-baby_needs,1,0.6535947712418301
customer_code_2193,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2194,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2194,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2194,animal products-frozen_meat,11,7.18954248366013
customer_code_2194,animal products-seafood,3,1.9607843137254901
customer_code_2194,fresh-fruits,77,50.326797385620914
customer_code_2194,fresh-vegetables,47,30.718954248366014
customer_code_2194,homeware-stationery,3,1.9607843137254901
customer_code_2194,household-baby_needs,1,0.6535947712418301
customer_code_2194,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2195,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2195,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2195,animal products-dairy,108,70.58823529411765
customer_code_2195,animal products-frozen_meat,11,7.18954248366013
customer_code_2195,animal products-seafood,3,1.9607843137254901
customer_code_2195,fresh-fruits,9,5.88235294117647
customer_code_2195,fresh-vegetables,7,4.57516339869281
customer_code_2195,homeware-stationery,3,1.9607843137254901
customer_code_2195,household-baby_needs,1,0.6535947712418301
customer_code_2195,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2196,Hygiene-baby_needs,1,0.5555555555555556
customer_code_2196,Hygiene-beauty_and_personal_care,6,3.3333333333333335
customer_code_2196,animal products-dairy,135,75.0
customer_code_2196,animal products-frozen_meat,11,6.111111111111111
customer_code_2196,animal products-seafood,3,1.6666666666666667
customer_code_2196,fresh-fruits,9,5.0
customer_code_2196,fresh-vegetables,7,3.888888888888889
customer_code_2196,homeware-stationery,3,1.6666666666666667
customer_code_2196,household-baby_needs,1,0.5555555555555556
customer_code_2196,lifestyle-wellness_food,4,2.2222222222222223
customer_code_2197,Hygiene-baby_needs,1,0.7936507936507936
customer_code_2197,Hygiene-beauty_and_personal_care,6,4.761904761904762
customer_code_2197,animal products-frozen_meat,54,42.857142857142854
customer_code_2197,animal products-seafood,41,32.53968253968254
customer_code_2197,fresh-fruits,9,7.142857142857142
customer_code_2197,fresh-vegetables,7,5.555555555555555
customer_code_2197,homeware-stationery,3,2.380952380952381
customer_code_2197,household-baby_needs,1,0.7936507936507936
customer_code_2197,lifestyle-wellness_food,4,3.1746031746031744
customer_code_2198,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2198,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2198,animal products-frozen_meat,60,39.21568627450981
customer_code_2198,animal products-seafood,62,40.52287581699346
customer_code_2198,fresh-fruits,9,5.88235294117647
customer_code_2198,fresh-vegetables,7,4.57516339869281
customer_code_2198,homeware-stationery,3,1.9607843137254901
customer_code_2198,household-baby_needs,1,0.6535947712418301
customer_code_2198,lifestyle-wellness_food,4,2.6143790849673203
customer_code_2199,Hygiene-baby_needs,1,0.6535947712418301
customer_code_2199,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_2199,animal products-frozen_meat,68,44.44444444444444
customer_code_2199,animal products-seafood,54,35.294117647058826
customer_code_2199,fresh-fruits,9,5.88235294117647
customer_code_2199,fresh-vegetables,7,4.57516339869281
customer_code_2199,homeware-stationery,3,1.9607843137254901
customer_code_2199,household-baby_needs,1,0.6535947712418301
customer_code_2199,lifestyle-wellness_food,4,2.6143790849673203
customer_code_22,Hygiene-baby_needs,1,0.6535947712418301
customer_code_22,Hygiene-beauty_and_personal_care,6,3.9215686274509802
customer_code_22,animal products-frozen_meat,11,7.18954248366013
customer_code_22,animal products-seafood,3,1.9607843137254901
customer_code_22,fresh-fruits,55,35.947712418300654
customer_code_22,fresh-vegetables,69,45.09803921568628
customer_code_22,homeware-stationery,3,1.9607843137254901
customer_code_22,household-baby_needs,1,0.6535947712418301
