customer_code,level_1,total_sales_quantity_breakdown
customer_code_187,fruits,5.82%
customer_code_187,seafood,34.56%
customer_code_187,stationery,2.46%
customer_code_187,vegetables,3.69%
customer_code_187,wellness_food,2.24%
customer_code_187,dairy,
customer_code_187,pet_care,
customer_code_187,pet_food,
customer_code_187,wellness_products,
customer_code_1870,baby_needs,0.25%
customer_code_1870,beauty_and_personal_care,83.39%
customer_code_1870,frozen_meat,4.99%
customer_code_1870,fruits,4.26%
customer_code_1870,seafood,0.98%
customer_code_1870,stationery,1.80%
customer_code_1870,vegetables,2.70%
customer_code_1870,wellness_food,1.64%
customer_code_1870,dairy,
customer_code_1870,pet_care,
customer_code_1870,pet_food,
customer_code_1870,wellness_products,
customer_code_1871,baby_needs,0.23%
customer_code_1871,beauty_and_personal_care,2.10%
customer_code_1871,frozen_meat,4.58%
customer_code_1871,fruits,3.90%
customer_code_1871,seafood,0.90%
customer_code_1871,stationery,1.65%
customer_code_1871,vegetables,2.48%
customer_code_1871,wellness_food,65.17%
customer_code_1871,dairy,
customer_code_1871,pet_care,
customer_code_1871,pet_food,
customer_code_1871,wellness_products,18.99%
customer_code_1872,baby_needs,0.20%
customer_code_1872,beauty_and_personal_care,1.88%
customer_code_1872,frozen_meat,4.10%
customer_code_1872,fruits,3.49%
customer_code_1872,seafood,0.81%
customer_code_1872,stationery,1.48%
customer_code_1872,vegetables,2.22%
customer_code_1872,wellness_food,65.79%
customer_code_1872,dairy,
customer_code_1872,pet_care,
customer_code_1872,pet_food,
customer_code_1872,wellness_products,20.03%
customer_code_1873,baby_needs,0.20%
customer_code_1873,beauty_and_personal_care,1.86%
customer_code_1873,frozen_meat,4.06%
customer_code_1873,fruits,3.46%
customer_code_1873,seafood,0.80%
customer_code_1873,stationery,1.46%
customer_code_1873,vegetables,2.19%
customer_code_1873,wellness_food,68.09%
customer_code_1873,dairy,
customer_code_1873,pet_care,
customer_code_1873,pet_food,
customer_code_1873,wellness_products,17.89%
customer_code_1874,baby_needs,84.14%
customer_code_1874,beauty_and_personal_care,1.95%
customer_code_1874,frozen_meat,4.24%
customer_code_1874,fruits,3.62%
customer_code_1874,seafood,0.83%
customer_code_1874,stationery,1.53%
customer_code_1874,vegetables,2.29%
customer_code_1874,wellness_food,1.39%
customer_code_1874,dairy,
customer_code_1874,pet_care,
customer_code_1874,pet_food,
customer_code_1874,wellness_products,
customer_code_1875,baby_needs,84.56%
customer_code_1875,beauty_and_personal_care,1.90%
customer_code_1875,frozen_meat,4.13%
customer_code_1875,fruits,3.52%
customer_code_1875,seafood,0.81%
customer_code_1875,stationery,1.49%
customer_code_1875,vegetables,2.23%
customer_code_1875,wellness_food,1.35%
customer_code_1875,dairy,
customer_code_1875,pet_care,
customer_code_1875,pet_food,
customer_code_1875,wellness_products,
customer_code_1876,baby_needs,0.14%
customer_code_1876,beauty_and_personal_care,1.35%
customer_code_1876,frozen_meat,2.95%
customer_code_1876,fruits,46.45%
customer_code_1876,seafood,0.58%
customer_code_1876,stationery,1.06%
customer_code_1876,vegetables,46.50%
customer_code_1876,wellness_food,0.97%
customer_code_1876,dairy,
customer_code_1876,pet_care,
customer_code_1876,pet_food,
customer_code_1876,wellness_products,
customer_code_1877,baby_needs,0.59%
customer_code_1877,beauty_and_personal_care,5.48%
customer_code_1877,frozen_meat,11.94%
customer_code_1877,fruits,33.86%
customer_code_1877,seafood,2.35%
customer_code_1877,stationery,4.31%
customer_code_1877,vegetables,37.57%
customer_code_1877,wellness_food,3.91%
customer_code_1877,dairy,
customer_code_1877,pet_care,
customer_code_1877,pet_food,
customer_code_1877,wellness_products,
customer_code_1878,baby_needs,0.62%
customer_code_1878,beauty_and_personal_care,5.77%
customer_code_1878,frozen_meat,12.58%
customer_code_1878,fruits,38.56%
customer_code_1878,seafood,2.47%
customer_code_1878,stationery,4.54%
customer_code_1878,vegetables,31.34%
customer_code_1878,wellness_food,4.12%
customer_code_1878,dairy,
customer_code_1878,pet_care,
customer_code_1878,pet_food,
customer_code_1878,wellness_products,
customer_code_1879,baby_needs,0.28%
customer_code_1879,beauty_and_personal_care,2.57%
customer_code_1879,frozen_meat,5.61%
customer_code_1879,fruits,45.68%
customer_code_1879,seafood,1.10%
customer_code_1879,stationery,2.02%
customer_code_1879,vegetables,40.90%
customer_code_1879,wellness_food,1.84%
customer_code_1879,dairy,
customer_code_1879,pet_care,
customer_code_1879,pet_food,
customer_code_1879,wellness_products,
customer_code_188,baby_needs,0.37%
customer_code_188,beauty_and_personal_care,3.44%
customer_code_188,frozen_meat,42.31%
customer_code_188,fruits,6.40%
customer_code_188,seafood,38.25%
customer_code_188,stationery,2.71%
customer_code_188,vegetables,4.06%
customer_code_188,wellness_food,2.46%
customer_code_188,dairy,
customer_code_188,pet_care,
customer_code_188,pet_food,
customer_code_188,wellness_products,
customer_code_1880,baby_needs,0.25%
customer_code_1880,beauty_and_personal_care,2.38%
customer_code_1880,frozen_meat,5.18%
customer_code_1880,fruits,43.76%
customer_code_1880,seafood,1.02%
customer_code_1880,stationery,1.87%
customer_code_1880,vegetables,43.84%
customer_code_1880,wellness_food,1.70%
customer_code_1880,dairy,
customer_code_1880,pet_care,
customer_code_1880,pet_food,
customer_code_1880,wellness_products,
customer_code_1881,baby_needs,0.29%
customer_code_1881,beauty_and_personal_care,2.69%
customer_code_1881,frozen_meat,5.87%
customer_code_1881,fruits,51.25%
customer_code_1881,seafood,1.15%
customer_code_1881,stationery,2.12%
customer_code_1881,vegetables,34.71%
customer_code_1881,wellness_food,1.92%
customer_code_1881,dairy,
customer_code_1881,pet_care,
customer_code_1881,pet_food,
customer_code_1881,wellness_products,
customer_code_1882,baby_needs,0.31%
customer_code_1882,beauty_and_personal_care,2.91%
customer_code_1882,frozen_meat,6.35%
customer_code_1882,fruits,46.20%
customer_code_1882,seafood,1.25%
customer_code_1882,stationery,2.29%
customer_code_1882,vegetables,38.61%
customer_code_1882,wellness_food,2.08%
customer_code_1882,dairy,
customer_code_1882,pet_care,
customer_code_1882,pet_food,
customer_code_1882,wellness_products,
customer_code_1883,baby_needs,0.26%
customer_code_1883,beauty_and_personal_care,2.46%
customer_code_1883,frozen_meat,5.36%
customer_code_1883,fruits,55.22%
customer_code_1883,seafood,1.05%
customer_code_1883,stationery,1.93%
customer_code_1883,vegetables,31.96%
customer_code_1883,wellness_food,1.76%
customer_code_1883,dairy,
customer_code_1883,pet_care,
customer_code_1883,pet_food,
customer_code_1883,wellness_products,
customer_code_1884,baby_needs,0.27%
customer_code_1884,beauty_and_personal_care,2.54%
customer_code_1884,frozen_meat,5.53%
customer_code_1884,fruits,46.38%
customer_code_1884,seafood,1.09%
customer_code_1884,stationery,1.99%
customer_code_1884,vegetables,40.40%
customer_code_1884,wellness_food,1.81%
customer_code_1884,dairy,
customer_code_1884,pet_care,
customer_code_1884,pet_food,
customer_code_1884,wellness_products,
customer_code_1885,baby_needs,0.26%
customer_code_1885,beauty_and_personal_care,2.47%
customer_code_1885,frozen_meat,5.37%
customer_code_1885,fruits,4.58%
customer_code_1885,seafood,1.06%
customer_code_1885,stationery,1.94%
customer_code_1885,vegetables,2.91%
customer_code_1885,wellness_food,1.76%
customer_code_1885,dairy,79.65%
customer_code_1885,pet_care,
customer_code_1885,pet_food,
customer_code_1885,wellness_products,
customer_code_1886,baby_needs,0.30%
customer_code_1886,beauty_and_personal_care,2.80%
customer_code_1886,frozen_meat,6.09%
customer_code_1886,fruits,5.19%
customer_code_1886,seafood,1.20%
customer_code_1886,stationery,2.20%
customer_code_1886,vegetables,3.30%
customer_code_1886,wellness_food,2.00%
customer_code_1886,dairy,76.92%
customer_code_1886,pet_care,
customer_code_1886,pet_food,
customer_code_1886,wellness_products,
customer_code_1887,baby_needs,0.30%
customer_code_1887,beauty_and_personal_care,2.77%
customer_code_1887,frozen_meat,6.03%
customer_code_1887,fruits,5.14%
customer_code_1887,seafood,1.19%
customer_code_1887,stationery,2.17%
customer_code_1887,vegetables,3.26%
customer_code_1887,wellness_food,1.98%
customer_code_1887,dairy,77.17%
customer_code_1887,pet_care,
customer_code_1887,pet_food,
customer_code_1887,wellness_products,
customer_code_1888,baby_needs,0.77%
customer_code_1888,beauty_and_personal_care,7.14%
customer_code_1888,frozen_meat,35.20%
customer_code_1888,fruits,13.27%
customer_code_1888,seafood,24.49%
customer_code_1888,stationery,5.61%
customer_code_1888,vegetables,8.42%
customer_code_1888,wellness_food,5.10%
customer_code_1888,dairy,
customer_code_1888,pet_care,
customer_code_1888,pet_food,
customer_code_1888,wellness_products,
customer_code_1889,baby_needs,0.77%
customer_code_1889,beauty_and_personal_care,7.22%
customer_code_1889,frozen_meat,34.79%
customer_code_1889,fruits,13.40%
customer_code_1889,seafood,24.48%
customer_code_1889,stationery,5.67%
customer_code_1889,vegetables,8.51%
customer_code_1889,wellness_food,5.15%
customer_code_1889,dairy,
customer_code_1889,pet_care,
customer_code_1889,pet_food,
customer_code_1889,wellness_products,
customer_code_189,baby_needs,0.33%
customer_code_189,beauty_and_personal_care,3.09%
customer_code_189,frozen_meat,41.28%
customer_code_189,fruits,5.74%
customer_code_189,seafood,41.28%
customer_code_189,stationery,2.43%
customer_code_189,vegetables,3.64%
customer_code_189,wellness_food,2.21%
customer_code_189,dairy,
customer_code_189,pet_care,
customer_code_189,pet_food,
customer_code_189,wellness_products,
customer_code_1890,baby_needs,0.35%
customer_code_1890,beauty_and_personal_care,3.27%
customer_code_1890,frozen_meat,45.03%
customer_code_1890,fruits,6.08%
customer_code_1890,seafood,36.49%
customer_code_1890,stationery,2.57%
customer_code_1890,vegetables,3.86%
customer_code_1890,wellness_food,2.34%
customer_code_1890,dairy,
customer_code_1890,pet_care,
customer_code_1890,pet_food,
customer_code_1890,wellness_products,
customer_code_1891,baby_needs,0.37%
customer_code_1891,beauty_and_personal_care,3.45%
customer_code_1891,frozen_meat,41.50%
customer_code_1891,fruits,6.40%
customer_code_1891,seafood,39.04%
customer_code_1891,stationery,2.71%
customer_code_1891,vegetables,4.06%
customer_code_1891,wellness_food,2.46%
customer_code_1891,dairy,
customer_code_1891,pet_care,
customer_code_1891,pet_food,
customer_code_1891,wellness_products,
customer_code_1892,baby_needs,0.21%
customer_code_1892,beauty_and_personal_care,85.80%
customer_code_1892,frozen_meat,4.27%
customer_code_1892,fruits,3.64%
customer_code_1892,seafood,0.84%
customer_code_1892,stationery,1.54%
customer_code_1892,vegetables,2.31%
customer_code_1892,wellness_food,1.40%
customer_code_1892,dairy,
customer_code_1892,pet_care,
customer_code_1892,pet_food,
customer_code_1892,wellness_products,
customer_code_1893,baby_needs,0.21%
customer_code_1893,beauty_and_personal_care,85.65%
customer_code_1893,frozen_meat,4.31%
customer_code_1893,fruits,3.67%
customer_code_1893,seafood,0.85%
customer_code_1893,stationery,1.55%
customer_code_1893,vegetables,2.33%
customer_code_1893,wellness_food,1.41%
customer_code_1893,dairy,
customer_code_1893,pet_care,
customer_code_1893,pet_food,
customer_code_1893,wellness_products,
customer_code_1894,baby_needs,0.21%
customer_code_1894,beauty_and_personal_care,1.91%
customer_code_1894,frozen_meat,4.17%
customer_code_1894,fruits,3.55%
customer_code_1894,seafood,0.82%
customer_code_1894,stationery,1.50%
customer_code_1894,vegetables,2.26%
customer_code_1894,wellness_food,62.27%
customer_code_1894,dairy,
customer_code_1894,pet_care,
customer_code_1894,pet_food,
customer_code_1894,wellness_products,23.31%
customer_code_1895,baby_needs,0.21%
customer_code_1895,beauty_and_personal_care,2.01%
customer_code_1895,frozen_meat,4.37%
customer_code_1895,fruits,3.72%
customer_code_1895,seafood,0.86%
customer_code_1895,stationery,1.58%
customer_code_1895,vegetables,2.36%
customer_code_1895,wellness_food,73.14%
customer_code_1895,dairy,
customer_code_1895,pet_care,
customer_code_1895,pet_food,
customer_code_1895,wellness_products,11.75%
customer_code_1896,baby_needs,85.43%
customer_code_1896,beauty_and_personal_care,1.79%
customer_code_1896,frozen_meat,3.90%
customer_code_1896,fruits,3.32%
customer_code_1896,seafood,0.77%
customer_code_1896,stationery,1.41%
customer_code_1896,vegetables,2.11%
customer_code_1896,wellness_food,1.28%
customer_code_1896,dairy,
customer_code_1896,pet_care,
customer_code_1896,pet_food,
customer_code_1896,wellness_products,
customer_code_1897,baby_needs,84.39%
customer_code_1897,beauty_and_personal_care,1.92%
customer_code_1897,frozen_meat,4.18%
customer_code_1897,fruits,3.56%
customer_code_1897,seafood,0.82%
customer_code_1897,stationery,1.51%
customer_code_1897,vegetables,2.26%
customer_code_1897,wellness_food,1.37%
customer_code_1897,dairy,
customer_code_1897,pet_care,
customer_code_1897,pet_food,
customer_code_1897,wellness_products,
customer_code_1898,baby_needs,0.14%
customer_code_1898,beauty_and_personal_care,1.34%
customer_code_1898,frozen_meat,2.93%
customer_code_1898,fruits,59.28%
customer_code_1898,seafood,0.58%
customer_code_1898,stationery,1.06%
customer_code_1898,vegetables,33.72%
customer_code_1898,wellness_food,0.96%
customer_code_1898,dairy,
customer_code_1898,pet_care,
customer_code_1898,pet_food,
customer_code_1898,wellness_products,
customer_code_1899,baby_needs,0.15%
customer_code_1899,beauty_and_personal_care,1.39%
customer_code_1899,frozen_meat,3.04%
customer_code_1899,fruits,57.77%
customer_code_1899,seafood,0.60%
customer_code_1899,stationery,1.10%
customer_code_1899,vegetables,34.96%
customer_code_1899,wellness_food,1.00%
customer_code_1899,dairy,
customer_code_1899,pet_care,
customer_code_1899,pet_food,
customer_code_1899,wellness_products,
customer_code_19,baby_needs,0.62%
customer_code_19,beauty_and_personal_care,5.76%
customer_code_19,frozen_meat,12.55%
customer_code_19,fruits,40.74%
customer_code_19,seafood,2.47%
customer_code_19,stationery,4.53%
customer_code_19,vegetables,29.22%
customer_code_19,wellness_food,4.12%
customer_code_19,dairy,
customer_code_19,pet_care,
customer_code_19,pet_food,
customer_code_19,wellness_products,
customer_code_190,baby_needs,0.21%
customer_code_190,beauty_and_personal_care,85.56%
customer_code_190,frozen_meat,4.34%
customer_code_190,fruits,3.70%
customer_code_190,seafood,0.85%
customer_code_190,stationery,1.56%
customer_code_190,vegetables,2.35%
customer_code_190,wellness_food,1.42%
customer_code_190,dairy,
customer_code_190,pet_care,
customer_code_190,pet_food,
customer_code_190,wellness_products,
customer_code_1900,baby_needs,0.59%
customer_code_1900,beauty_and_personal_care,5.54%
customer_code_1900,frozen_meat,12.08%
customer_code_1900,fruits,38.42%
customer_code_1900,seafood,2.38%
customer_code_1900,stationery,4.36%
customer_code_1900,vegetables,32.67%
customer_code_1900,wellness_food,3.96%
customer_code_1900,dairy,
customer_code_1900,pet_care,
customer_code_1900,pet_food,
customer_code_1900,wellness_products,
customer_code_1901,baby_needs,0.27%
customer_code_1901,beauty_and_personal_care,2.52%
customer_code_1901,frozen_meat,5.50%
customer_code_1901,fruits,38.38%
customer_code_1901,seafood,1.08%
customer_code_1901,stationery,1.98%
customer_code_1901,vegetables,48.47%
customer_code_1901,wellness_food,1.80%
customer_code_1901,dairy,
customer_code_1901,pet_care,
customer_code_1901,pet_food,
customer_code_1901,wellness_products,
customer_code_1902,baby_needs,0.30%
customer_code_1902,beauty_and_personal_care,2.78%
customer_code_1902,frozen_meat,6.06%
customer_code_1902,fruits,49.55%
customer_code_1902,seafood,1.19%
customer_code_1902,stationery,2.18%
customer_code_1902,vegetables,35.95%
customer_code_1902,wellness_food,1.99%
customer_code_1902,dairy,
customer_code_1902,pet_care,
customer_code_1902,pet_food,
customer_code_1902,wellness_products,
customer_code_1903,baby_needs,0.27%
customer_code_1903,beauty_and_personal_care,2.56%
customer_code_1903,frozen_meat,5.58%
customer_code_1903,fruits,42.50%
customer_code_1903,seafood,1.10%
customer_code_1903,stationery,2.01%
customer_code_1903,vegetables,44.15%
customer_code_1903,wellness_food,1.83%
customer_code_1903,dairy,
customer_code_1903,pet_care,
customer_code_1903,pet_food,
customer_code_1903,wellness_products,
customer_code_1904,baby_needs,0.27%
customer_code_1904,beauty_and_personal_care,2.55%
customer_code_1904,frozen_meat,5.56%
customer_code_1904,fruits,52.96%
customer_code_1904,seafood,1.09%
customer_code_1904,stationery,2.01%
customer_code_1904,vegetables,33.73%
customer_code_1904,wellness_food,1.82%
customer_code_1904,dairy,
customer_code_1904,pet_care,
customer_code_1904,pet_food,
customer_code_1904,wellness_products,
customer_code_1905,baby_needs,0.19%
customer_code_1905,beauty_and_personal_care,1.79%
customer_code_1905,frozen_meat,3.91%
customer_code_1905,fruits,3.33%
customer_code_1905,seafood,0.77%
customer_code_1905,stationery,1.41%
customer_code_1905,vegetables,2.11%
customer_code_1905,wellness_food,1.28%
customer_code_1905,dairy,85.21%
customer_code_1905,pet_care,
customer_code_1905,pet_food,
customer_code_1905,wellness_products,
customer_code_1906,baby_needs,0.20%
customer_code_1906,beauty_and_personal_care,1.87%
customer_code_1906,frozen_meat,39.63%
customer_code_1906,fruits,3.48%
customer_code_1906,seafood,49.80%
customer_code_1906,stationery,1.47%
customer_code_1906,vegetables,2.21%
customer_code_1906,wellness_food,1.34%
customer_code_1906,dairy,
customer_code_1906,pet_care,
customer_code_1906,pet_food,
customer_code_1906,wellness_products,
customer_code_1907,baby_needs,0.79%
customer_code_1907,beauty_and_personal_care,7.41%
customer_code_1907,frozen_meat,34.92%
customer_code_1907,fruits,13.76%
customer_code_1907,seafood,23.28%
customer_code_1907,stationery,5.82%
customer_code_1907,vegetables,8.73%
customer_code_1907,wellness_food,5.29%
customer_code_1907,dairy,
customer_code_1907,pet_care,
customer_code_1907,pet_food,
customer_code_1907,wellness_products,
customer_code_1908,baby_needs,0.36%
customer_code_1908,beauty_and_personal_care,3.37%
customer_code_1908,frozen_meat,40.75%
customer_code_1908,fruits,6.25%
customer_code_1908,seafood,40.26%
customer_code_1908,stationery,2.64%
customer_code_1908,vegetables,3.97%
customer_code_1908,wellness_food,2.40%
customer_code_1908,dairy,
customer_code_1908,pet_care,
customer_code_1908,pet_food,
customer_code_1908,wellness_products,
customer_code_1909,baby_needs,0.34%
customer_code_1909,beauty_and_personal_care,3.20%
customer_code_1909,frozen_meat,41.99%
customer_code_1909,fruits,5.95%
customer_code_1909,seafood,39.93%
customer_code_1909,stationery,2.52%
customer_code_1909,vegetables,3.78%
customer_code_1909,wellness_food,2.29%
customer_code_1909,dairy,
customer_code_1909,pet_care,
customer_code_1909,pet_food,
customer_code_1909,wellness_products,
customer_code_191,baby_needs,0.21%
customer_code_191,beauty_and_personal_care,1.96%
customer_code_191,frozen_meat,4.28%
customer_code_191,fruits,3.65%
customer_code_191,seafood,0.84%
customer_code_191,stationery,1.54%
customer_code_191,vegetables,2.32%
customer_code_191,wellness_food,70.39%
customer_code_191,dairy,
customer_code_191,pet_care,
customer_code_191,pet_food,
customer_code_191,wellness_products,14.81%
customer_code_1910,baby_needs,0.38%
customer_code_1910,beauty_and_personal_care,3.52%
customer_code_1910,frozen_meat,47.55%
customer_code_1910,fruits,6.54%
customer_code_1910,seafood,32.58%
customer_code_1910,stationery,2.77%
customer_code_1910,vegetables,4.15%
customer_code_1910,wellness_food,2.52%
customer_code_1910,dairy,
customer_code_1910,pet_care,
customer_code_1910,pet_food,
customer_code_1910,wellness_products,
customer_code_1911,baby_needs,0.11%
customer_code_1911,beauty_and_personal_care,1.05%
customer_code_1911,frozen_meat,53.56%
customer_code_1911,fruits,1.96%
customer_code_1911,seafood,40.49%
customer_code_1911,stationery,0.83%
customer_code_1911,vegetables,1.24%
customer_code_1911,wellness_food,0.75%
customer_code_1911,dairy,
customer_code_1911,pet_care,
customer_code_1911,pet_food,
customer_code_1911,wellness_products,
customer_code_1912,baby_needs,0.48%
customer_code_1912,beauty_and_personal_care,4.48%
customer_code_1912,frozen_meat,9.76%
customer_code_1912,fruits,8.32%
customer_code_1912,seafood,1.92%
customer_code_1912,stationery,3.52%
customer_code_1912,vegetables,5.28%
customer_code_1912,wellness_food,3.20%
customer_code_1912,dairy,
customer_code_1912,pet_care,38.24%
customer_code_1912,pet_food,24.80%
customer_code_1912,wellness_products,
customer_code_1913,baby_needs,0.51%
customer_code_1913,beauty_and_personal_care,4.74%
customer_code_1913,frozen_meat,10.32%
customer_code_1913,fruits,8.80%
customer_code_1913,seafood,2.03%
customer_code_1913,stationery,64.64%
customer_code_1913,vegetables,5.58%
customer_code_1913,wellness_food,3.38%
customer_code_1913,dairy,
customer_code_1913,pet_care,
customer_code_1913,pet_food,
customer_code_1913,wellness_products,
customer_code_1914,baby_needs,0.20%
customer_code_1914,beauty_and_personal_care,86.67%
customer_code_1914,frozen_meat,4.01%
customer_code_1914,fruits,3.41%
customer_code_1914,seafood,0.79%
customer_code_1914,stationery,1.44%
customer_code_1914,vegetables,2.17%
customer_code_1914,wellness_food,1.31%
customer_code_1914,dairy,
customer_code_1914,pet_care,
customer_code_1914,pet_food,
customer_code_1914,wellness_products,
customer_code_1915,baby_needs,0.21%
customer_code_1915,beauty_and_personal_care,86.10%
customer_code_1915,frozen_meat,4.18%
customer_code_1915,fruits,3.56%
customer_code_1915,seafood,0.82%
customer_code_1915,stationery,1.51%
customer_code_1915,vegetables,2.26%
customer_code_1915,wellness_food,1.37%
customer_code_1915,dairy,
customer_code_1915,pet_care,
customer_code_1915,pet_food,
customer_code_1915,wellness_products,
customer_code_1916,baby_needs,0.23%
customer_code_1916,beauty_and_personal_care,84.31%
customer_code_1916,frozen_meat,4.71%
customer_code_1916,fruits,4.02%
customer_code_1916,seafood,0.93%
customer_code_1916,stationery,1.70%
customer_code_1916,vegetables,2.55%
customer_code_1916,wellness_food,1.55%
customer_code_1916,dairy,
customer_code_1916,pet_care,
customer_code_1916,pet_food,
customer_code_1916,wellness_products,
customer_code_1917,baby_needs,0.21%
customer_code_1917,beauty_and_personal_care,2.00%
customer_code_1917,frozen_meat,4.36%
customer_code_1917,fruits,3.71%
customer_code_1917,seafood,0.86%
customer_code_1917,stationery,1.57%
customer_code_1917,vegetables,2.36%
customer_code_1917,wellness_food,61.71%
customer_code_1917,dairy,
customer_code_1917,pet_care,
customer_code_1917,pet_food,
customer_code_1917,wellness_products,23.21%
customer_code_1918,baby_needs,83.73%
customer_code_1918,beauty_and_personal_care,2.00%
customer_code_1918,frozen_meat,4.35%
customer_code_1918,fruits,3.71%
customer_code_1918,seafood,0.86%
customer_code_1918,stationery,1.57%
customer_code_1918,vegetables,2.36%
customer_code_1918,wellness_food,1.43%
customer_code_1918,dairy,
customer_code_1918,pet_care,
customer_code_1918,pet_food,
customer_code_1918,wellness_products,
customer_code_1919,baby_needs,83.86%
customer_code_1919,beauty_and_personal_care,1.98%
customer_code_1919,frozen_meat,4.32%
customer_code_1919,fruits,3.68%
customer_code_1919,seafood,0.85%
customer_code_1919,stationery,1.56%
customer_code_1919,vegetables,2.34%
customer_code_1919,wellness_food,1.42%
customer_code_1919,dairy,
customer_code_1919,pet_care,
customer_code_1919,pet_food,
customer_code_1919,wellness_products,
customer_code_192,baby_needs,0.21%
customer_code_192,beauty_and_personal_care,1.99%
customer_code_192,frozen_meat,4.33%
customer_code_192,fruits,3.69%
customer_code_192,seafood,0.85%
customer_code_192,stationery,1.56%
customer_code_192,vegetables,2.34%
customer_code_192,wellness_food,65.44%
customer_code_192,dairy,
customer_code_192,pet_care,
customer_code_192,pet_food,
customer_code_192,wellness_products,19.59%
customer_code_1920,baby_needs,83.83%
customer_code_1920,beauty_and_personal_care,1.99%
customer_code_1920,frozen_meat,4.33%
customer_code_1920,fruits,3.69%
customer_code_1920,seafood,0.85%
customer_code_1920,stationery,1.56%
customer_code_1920,vegetables,2.34%
customer_code_1920,wellness_food,1.42%
customer_code_1920,dairy,
customer_code_1920,pet_care,
customer_code_1920,pet_food,
customer_code_1920,wellness_products,
customer_code_1921,baby_needs,0.16%
customer_code_1921,beauty_and_personal_care,1.49%
customer_code_1921,frozen_meat,3.25%
customer_code_1921,fruits,51.60%
customer_code_1921,seafood,0.64%
customer_code_1921,stationery,1.17%
customer_code_1921,vegetables,40.63%
customer_code_1921,wellness_food,1.06%
customer_code_1921,dairy,
customer_code_1921,pet_care,
customer_code_1921,pet_food,
customer_code_1921,wellness_products,
customer_code_1922,baby_needs,0.14%
customer_code_1922,beauty_and_personal_care,1.34%
customer_code_1922,frozen_meat,2.93%
customer_code_1922,fruits,56.96%
customer_code_1922,seafood,0.58%
customer_code_1922,stationery,1.06%
customer_code_1922,vegetables,36.02%
customer_code_1922,wellness_food,0.96%
customer_code_1922,dairy,
customer_code_1922,pet_care,
customer_code_1922,pet_food,
customer_code_1922,wellness_products,
customer_code_1923,baby_needs,0.61%
customer_code_1923,beauty_and_personal_care,5.73%
customer_code_1923,frozen_meat,12.47%
customer_code_1923,fruits,44.58%
customer_code_1923,seafood,2.45%
customer_code_1923,stationery,4.50%
customer_code_1923,vegetables,25.56%
customer_code_1923,wellness_food,4.09%
customer_code_1923,dairy,
customer_code_1923,pet_care,
customer_code_1923,pet_food,
customer_code_1923,wellness_products,
customer_code_1924,baby_needs,0.62%
customer_code_1924,beauty_and_personal_care,5.83%
customer_code_1924,frozen_meat,12.71%
customer_code_1924,fruits,38.96%
customer_code_1924,seafood,2.50%
customer_code_1924,stationery,4.58%
customer_code_1924,vegetables,30.63%
customer_code_1924,wellness_food,4.17%
customer_code_1924,dairy,
customer_code_1924,pet_care,
customer_code_1924,pet_food,
customer_code_1924,wellness_products,
customer_code_1925,baby_needs,0.29%
customer_code_1925,beauty_and_personal_care,2.69%
customer_code_1925,frozen_meat,5.87%
customer_code_1925,fruits,47.35%
customer_code_1925,seafood,1.15%
customer_code_1925,stationery,2.12%
customer_code_1925,vegetables,38.59%
customer_code_1925,wellness_food,1.92%
customer_code_1925,dairy,
customer_code_1925,pet_care,
customer_code_1925,pet_food,
customer_code_1925,wellness_products,
customer_code_1926,baby_needs,0.24%
customer_code_1926,beauty_and_personal_care,2.23%
customer_code_1926,frozen_meat,4.87%
customer_code_1926,fruits,61.77%
customer_code_1926,seafood,0.96%
customer_code_1926,stationery,1.76%
customer_code_1926,vegetables,26.58%
customer_code_1926,wellness_food,1.60%
customer_code_1926,dairy,
customer_code_1926,pet_care,
customer_code_1926,pet_food,
customer_code_1926,wellness_products,
customer_code_1927,baby_needs,0.31%
customer_code_1927,beauty_and_personal_care,2.88%
customer_code_1927,frozen_meat,6.27%
customer_code_1927,fruits,48.51%
customer_code_1927,seafood,1.23%
customer_code_1927,stationery,2.26%
customer_code_1927,vegetables,36.49%
customer_code_1927,wellness_food,2.06%
customer_code_1927,dairy,
customer_code_1927,pet_care,
customer_code_1927,pet_food,
customer_code_1927,wellness_products,
customer_code_1928,baby_needs,0.28%
customer_code_1928,beauty_and_personal_care,2.59%
customer_code_1928,frozen_meat,5.63%
customer_code_1928,fruits,50.42%
customer_code_1928,seafood,1.11%
customer_code_1928,stationery,2.03%
customer_code_1928,vegetables,36.10%
customer_code_1928,wellness_food,1.85%
customer_code_1928,dairy,
customer_code_1928,pet_care,
customer_code_1928,pet_food,
customer_code_1928,wellness_products,
customer_code_1929,baby_needs,0.26%
customer_code_1929,beauty_and_personal_care,2.45%
customer_code_1929,frozen_meat,5.33%
customer_code_1929,fruits,50.52%
customer_code_1929,seafood,1.05%
customer_code_1929,stationery,1.92%
customer_code_1929,vegetables,36.71%
customer_code_1929,wellness_food,1.75%
customer_code_1929,dairy,
customer_code_1929,pet_care,
customer_code_1929,pet_food,
customer_code_1929,wellness_products,
customer_code_193,baby_needs,0.22%
customer_code_193,beauty_and_personal_care,2.04%
customer_code_193,frozen_meat,4.44%
customer_code_193,fruits,3.78%
customer_code_193,seafood,0.87%
customer_code_193,stationery,1.60%
customer_code_193,vegetables,2.40%
customer_code_193,wellness_food,63.71%
customer_code_193,dairy,
customer_code_193,pet_care,
customer_code_193,pet_food,
