customer_code,level_1,total_sales_quantity_breakdown
customer_code_127,household-wellness_products,11.20%
customer_code_1270,Hygiene-baby_needs,0.18%
customer_code_1270,Hygiene-beauty_and_personal_care,2.49%
customer_code_1270,animal products-frozen_meat,5.43%
customer_code_1270,animal products-seafood,1.07%
customer_code_1270,fresh-fruits,4.63%
customer_code_1270,fresh-vegetables,2.94%
customer_code_1270,homeware-stationery,1.96%
customer_code_1270,household-baby_needs,0.09%
customer_code_1270,lifestyle-wellness_food,1.78%
customer_code_1270,animal products-dairy,79.43%
customer_code_1270,pet_products-pet_care,
customer_code_1270,pet_products-pet_food,
customer_code_1270,household-wellness_products,
customer_code_1271,Hygiene-baby_needs,0.19%
customer_code_1271,Hygiene-beauty_and_personal_care,2.69%
customer_code_1271,animal products-frozen_meat,5.87%
customer_code_1271,animal products-seafood,1.15%
customer_code_1271,fresh-fruits,5.00%
customer_code_1271,fresh-vegetables,3.17%
customer_code_1271,homeware-stationery,2.12%
customer_code_1271,household-baby_needs,0.10%
customer_code_1271,lifestyle-wellness_food,1.92%
customer_code_1271,animal products-dairy,77.79%
customer_code_1271,pet_products-pet_care,
customer_code_1271,pet_products-pet_food,
customer_code_1271,household-wellness_products,
customer_code_1272,Hygiene-baby_needs,0.20%
customer_code_1272,Hygiene-beauty_and_personal_care,2.84%
customer_code_1272,animal products-frozen_meat,6.19%
customer_code_1272,animal products-seafood,1.22%
customer_code_1272,fresh-fruits,5.27%
customer_code_1272,fresh-vegetables,3.35%
customer_code_1272,homeware-stationery,2.23%
customer_code_1272,household-baby_needs,0.10%
customer_code_1272,lifestyle-wellness_food,2.03%
customer_code_1272,animal products-dairy,76.57%
customer_code_1272,pet_products-pet_care,
customer_code_1272,pet_products-pet_food,
customer_code_1272,household-wellness_products,
customer_code_1273,Hygiene-baby_needs,0.28%
customer_code_1273,Hygiene-beauty_and_personal_care,3.89%
customer_code_1273,animal products-frozen_meat,39.78%
customer_code_1273,animal products-seafood,38.25%
customer_code_1273,fresh-fruits,7.23%
customer_code_1273,fresh-vegetables,4.59%
customer_code_1273,homeware-stationery,3.06%
customer_code_1273,household-baby_needs,0.14%
customer_code_1273,lifestyle-wellness_food,2.78%
customer_code_1273,animal products-dairy,
customer_code_1273,pet_products-pet_care,
customer_code_1273,pet_products-pet_food,
customer_code_1273,household-wellness_products,
customer_code_1274,Hygiene-baby_needs,0.34%
customer_code_1274,Hygiene-beauty_and_personal_care,4.74%
customer_code_1274,animal products-frozen_meat,10.32%
customer_code_1274,animal products-seafood,2.03%
customer_code_1274,fresh-fruits,8.80%
customer_code_1274,fresh-vegetables,5.58%
customer_code_1274,homeware-stationery,3.72%
customer_code_1274,household-baby_needs,0.17%
customer_code_1274,lifestyle-wellness_food,3.38%
customer_code_1274,animal products-dairy,
customer_code_1274,pet_products-pet_care,35.87%
customer_code_1274,pet_products-pet_food,25.04%
customer_code_1274,household-wellness_products,
customer_code_1275,Hygiene-baby_needs,0.33%
customer_code_1275,Hygiene-beauty_and_personal_care,4.58%
customer_code_1275,animal products-frozen_meat,9.98%
customer_code_1275,animal products-seafood,1.96%
customer_code_1275,fresh-fruits,8.51%
customer_code_1275,fresh-vegetables,5.40%
customer_code_1275,homeware-stationery,3.60%
customer_code_1275,household-baby_needs,0.16%
customer_code_1275,lifestyle-wellness_food,3.27%
customer_code_1275,animal products-dairy,
customer_code_1275,pet_products-pet_care,39.93%
customer_code_1275,pet_products-pet_food,22.26%
customer_code_1275,household-wellness_products,
customer_code_1276,Hygiene-baby_needs,0.34%
customer_code_1276,Hygiene-beauty_and_personal_care,4.79%
customer_code_1276,animal products-frozen_meat,10.43%
customer_code_1276,animal products-seafood,2.05%
customer_code_1276,fresh-fruits,8.89%
customer_code_1276,fresh-vegetables,5.64%
customer_code_1276,homeware-stationery,3.76%
customer_code_1276,household-baby_needs,0.17%
customer_code_1276,lifestyle-wellness_food,3.42%
customer_code_1276,animal products-dairy,
customer_code_1276,pet_products-pet_care,38.12%
customer_code_1276,pet_products-pet_food,22.39%
customer_code_1276,household-wellness_products,
customer_code_1277,Hygiene-baby_needs,0.33%
customer_code_1277,Hygiene-beauty_and_personal_care,4.63%
customer_code_1277,animal products-frozen_meat,10.08%
customer_code_1277,animal products-seafood,1.98%
customer_code_1277,fresh-fruits,8.60%
customer_code_1277,fresh-vegetables,5.45%
customer_code_1277,homeware-stationery,65.45%
customer_code_1277,household-baby_needs,0.17%
customer_code_1277,lifestyle-wellness_food,3.31%
customer_code_1277,animal products-dairy,
customer_code_1277,pet_products-pet_care,
customer_code_1277,pet_products-pet_food,
customer_code_1277,household-wellness_products,
customer_code_1278,Hygiene-baby_needs,0.33%
customer_code_1278,Hygiene-beauty_and_personal_care,4.57%
customer_code_1278,animal products-frozen_meat,9.95%
customer_code_1278,animal products-seafood,1.96%
customer_code_1278,fresh-fruits,8.48%
customer_code_1278,fresh-vegetables,5.38%
customer_code_1278,homeware-stationery,65.91%
customer_code_1278,household-baby_needs,0.16%
customer_code_1278,lifestyle-wellness_food,3.26%
customer_code_1278,animal products-dairy,
customer_code_1278,pet_products-pet_care,
customer_code_1278,pet_products-pet_food,
customer_code_1278,household-wellness_products,
customer_code_1279,Hygiene-baby_needs,0.34%
customer_code_1279,Hygiene-beauty_and_personal_care,4.74%
customer_code_1279,animal products-frozen_meat,10.32%
customer_code_1279,animal products-seafood,2.03%
customer_code_1279,fresh-fruits,8.80%
customer_code_1279,fresh-vegetables,5.58%
customer_code_1279,homeware-stationery,64.64%
customer_code_1279,household-baby_needs,0.17%
customer_code_1279,lifestyle-wellness_food,3.38%
customer_code_1279,animal products-dairy,
customer_code_1279,pet_products-pet_care,
customer_code_1279,pet_products-pet_food,
customer_code_1279,household-wellness_products,
customer_code_128,Hygiene-baby_needs,69.66%
customer_code_128,Hygiene-beauty_and_personal_care,2.22%
customer_code_128,animal products-frozen_meat,4.85%
customer_code_128,animal products-seafood,0.95%
customer_code_128,fresh-fruits,4.13%
customer_code_128,fresh-vegetables,2.62%
customer_code_128,homeware-stationery,1.75%
customer_code_128,household-baby_needs,12.23%
customer_code_128,lifestyle-wellness_food,1.59%
customer_code_128,animal products-dairy,
customer_code_128,pet_products-pet_care,
customer_code_128,pet_products-pet_food,
customer_code_128,household-wellness_products,
customer_code_1280,Hygiene-baby_needs,0.14%
customer_code_1280,Hygiene-beauty_and_personal_care,86.11%
customer_code_1280,animal products-frozen_meat,4.17%
customer_code_1280,animal products-seafood,0.82%
customer_code_1280,fresh-fruits,3.56%
customer_code_1280,fresh-vegetables,2.26%
customer_code_1280,homeware-stationery,1.50%
customer_code_1280,household-baby_needs,0.07%
customer_code_1280,lifestyle-wellness_food,1.37%
customer_code_1280,animal products-dairy,
customer_code_1280,pet_products-pet_care,
customer_code_1280,pet_products-pet_food,
customer_code_1280,household-wellness_products,
customer_code_1281,Hygiene-baby_needs,0.14%
customer_code_1281,Hygiene-beauty_and_personal_care,2.01%
customer_code_1281,animal products-frozen_meat,4.38%
customer_code_1281,animal products-seafood,0.86%
customer_code_1281,fresh-fruits,3.74%
customer_code_1281,fresh-vegetables,2.37%
customer_code_1281,homeware-stationery,1.58%
customer_code_1281,household-baby_needs,0.07%
customer_code_1281,lifestyle-wellness_food,72.20%
customer_code_1281,animal products-dairy,
customer_code_1281,pet_products-pet_care,
customer_code_1281,pet_products-pet_food,
customer_code_1281,household-wellness_products,12.64%
customer_code_1282,Hygiene-baby_needs,70.08%
customer_code_1282,Hygiene-beauty_and_personal_care,1.95%
customer_code_1282,animal products-frozen_meat,4.25%
customer_code_1282,animal products-seafood,0.84%
customer_code_1282,fresh-fruits,3.63%
customer_code_1282,fresh-vegetables,2.30%
customer_code_1282,homeware-stationery,1.53%
customer_code_1282,household-baby_needs,14.02%
customer_code_1282,lifestyle-wellness_food,1.39%
customer_code_1282,animal products-dairy,
customer_code_1282,pet_products-pet_care,
customer_code_1282,pet_products-pet_food,
customer_code_1282,household-wellness_products,
customer_code_1283,Hygiene-baby_needs,72.47%
customer_code_1283,Hygiene-beauty_and_personal_care,1.97%
customer_code_1283,animal products-frozen_meat,4.28%
customer_code_1283,animal products-seafood,0.84%
customer_code_1283,fresh-fruits,3.65%
customer_code_1283,fresh-vegetables,2.32%
customer_code_1283,homeware-stationery,1.54%
customer_code_1283,household-baby_needs,11.52%
customer_code_1283,lifestyle-wellness_food,1.40%
customer_code_1283,animal products-dairy,
customer_code_1283,pet_products-pet_care,
customer_code_1283,pet_products-pet_food,
customer_code_1283,household-wellness_products,
customer_code_1284,Hygiene-baby_needs,0.10%
customer_code_1284,Hygiene-beauty_and_personal_care,1.45%
customer_code_1284,animal products-frozen_meat,3.17%
customer_code_1284,animal products-seafood,0.62%
customer_code_1284,fresh-fruits,53.74%
customer_code_1284,fresh-vegetables,38.68%
customer_code_1284,homeware-stationery,1.14%
customer_code_1284,household-baby_needs,0.05%
customer_code_1284,lifestyle-wellness_food,1.04%
customer_code_1284,animal products-dairy,
customer_code_1284,pet_products-pet_care,
customer_code_1284,pet_products-pet_food,
customer_code_1284,household-wellness_products,
customer_code_1285,Hygiene-baby_needs,0.40%
customer_code_1285,Hygiene-beauty_and_personal_care,5.61%
customer_code_1285,animal products-frozen_meat,12.22%
customer_code_1285,animal products-seafood,2.40%
customer_code_1285,fresh-fruits,38.08%
customer_code_1285,fresh-vegetables,32.67%
customer_code_1285,homeware-stationery,4.41%
customer_code_1285,household-baby_needs,0.20%
customer_code_1285,lifestyle-wellness_food,4.01%
customer_code_1285,animal products-dairy,
customer_code_1285,pet_products-pet_care,
customer_code_1285,pet_products-pet_food,
customer_code_1285,household-wellness_products,
customer_code_1286,Hygiene-baby_needs,0.18%
customer_code_1286,Hygiene-beauty_and_personal_care,2.52%
customer_code_1286,animal products-frozen_meat,5.50%
customer_code_1286,animal products-seafood,1.08%
customer_code_1286,fresh-fruits,50.86%
customer_code_1286,fresh-vegetables,35.98%
customer_code_1286,homeware-stationery,1.98%
customer_code_1286,household-baby_needs,0.09%
customer_code_1286,lifestyle-wellness_food,1.80%
customer_code_1286,animal products-dairy,
customer_code_1286,pet_products-pet_care,
customer_code_1286,pet_products-pet_food,
customer_code_1286,household-wellness_products,
customer_code_1287,Hygiene-baby_needs,0.19%
customer_code_1287,Hygiene-beauty_and_personal_care,2.64%
customer_code_1287,animal products-frozen_meat,5.76%
customer_code_1287,animal products-seafood,1.13%
customer_code_1287,fresh-fruits,33.05%
customer_code_1287,fresh-vegetables,53.16%
customer_code_1287,homeware-stationery,2.08%
customer_code_1287,household-baby_needs,0.09%
customer_code_1287,lifestyle-wellness_food,1.89%
customer_code_1287,animal products-dairy,
customer_code_1287,pet_products-pet_care,
customer_code_1287,pet_products-pet_food,
customer_code_1287,household-wellness_products,
customer_code_1288,Hygiene-baby_needs,0.20%
customer_code_1288,Hygiene-beauty_and_personal_care,2.79%
customer_code_1288,animal products-frozen_meat,6.08%
customer_code_1288,animal products-seafood,1.20%
customer_code_1288,fresh-fruits,50.40%
customer_code_1288,fresh-vegetables,35.06%
customer_code_1288,homeware-stationery,2.19%
customer_code_1288,household-baby_needs,0.10%
customer_code_1288,lifestyle-wellness_food,1.99%
customer_code_1288,animal products-dairy,
customer_code_1288,pet_products-pet_care,
customer_code_1288,pet_products-pet_food,
customer_code_1288,household-wellness_products,
customer_code_1289,Hygiene-baby_needs,0.18%
customer_code_1289,Hygiene-beauty_and_personal_care,2.53%
customer_code_1289,animal products-frozen_meat,5.51%
customer_code_1289,animal products-seafood,1.08%
customer_code_1289,fresh-fruits,4.70%
customer_code_1289,fresh-vegetables,2.98%
customer_code_1289,homeware-stationery,1.99%
customer_code_1289,household-baby_needs,0.09%
customer_code_1289,lifestyle-wellness_food,1.81%
customer_code_1289,animal products-dairy,79.13%
customer_code_1289,pet_products-pet_care,
customer_code_1289,pet_products-pet_food,
customer_code_1289,household-wellness_products,
customer_code_129,Hygiene-baby_needs,0.10%
customer_code_129,Hygiene-beauty_and_personal_care,1.42%
customer_code_129,animal products-frozen_meat,3.10%
customer_code_129,animal products-seafood,0.61%
customer_code_129,fresh-fruits,59.08%
customer_code_129,fresh-vegetables,33.49%
customer_code_129,homeware-stationery,1.12%
customer_code_129,household-baby_needs,0.05%
customer_code_129,lifestyle-wellness_food,1.02%
customer_code_129,animal products-dairy,
customer_code_129,pet_products-pet_care,
customer_code_129,pet_products-pet_food,
customer_code_129,household-wellness_products,
customer_code_1290,Hygiene-baby_needs,0.50%
customer_code_1290,Hygiene-beauty_and_personal_care,7.04%
customer_code_1290,animal products-frozen_meat,36.43%
customer_code_1290,animal products-seafood,23.87%
customer_code_1290,fresh-fruits,13.07%
customer_code_1290,fresh-vegetables,8.29%
customer_code_1290,homeware-stationery,5.53%
customer_code_1290,household-baby_needs,0.25%
customer_code_1290,lifestyle-wellness_food,5.03%
customer_code_1290,animal products-dairy,
customer_code_1290,pet_products-pet_care,
customer_code_1290,pet_products-pet_food,
customer_code_1290,household-wellness_products,
customer_code_1291,Hygiene-baby_needs,0.49%
customer_code_1291,Hygiene-beauty_and_personal_care,6.90%
customer_code_1291,animal products-frozen_meat,33.50%
customer_code_1291,animal products-seafood,27.59%
customer_code_1291,fresh-fruits,12.81%
customer_code_1291,fresh-vegetables,8.13%
customer_code_1291,homeware-stationery,5.42%
customer_code_1291,household-baby_needs,0.25%
customer_code_1291,lifestyle-wellness_food,4.93%
customer_code_1291,animal products-dairy,
customer_code_1291,pet_products-pet_care,
customer_code_1291,pet_products-pet_food,
customer_code_1291,household-wellness_products,
customer_code_1292,Hygiene-baby_needs,0.25%
customer_code_1292,Hygiene-beauty_and_personal_care,3.57%
customer_code_1292,animal products-frozen_meat,46.24%
customer_code_1292,animal products-seafood,33.63%
customer_code_1292,fresh-fruits,6.62%
customer_code_1292,fresh-vegetables,4.20%
customer_code_1292,homeware-stationery,2.80%
customer_code_1292,household-baby_needs,0.13%
customer_code_1292,lifestyle-wellness_food,2.55%
customer_code_1292,animal products-dairy,
customer_code_1292,pet_products-pet_care,
customer_code_1292,pet_products-pet_food,
customer_code_1292,household-wellness_products,
customer_code_1293,Hygiene-baby_needs,0.34%
customer_code_1293,Hygiene-beauty_and_personal_care,4.71%
customer_code_1293,animal products-frozen_meat,10.25%
customer_code_1293,animal products-seafood,2.02%
customer_code_1293,fresh-fruits,8.74%
customer_code_1293,fresh-vegetables,5.55%
customer_code_1293,homeware-stationery,3.70%
customer_code_1293,household-baby_needs,0.17%
customer_code_1293,lifestyle-wellness_food,3.36%
customer_code_1293,animal products-dairy,
customer_code_1293,pet_products-pet_care,40.50%
customer_code_1293,pet_products-pet_food,20.67%
customer_code_1293,household-wellness_products,
customer_code_1294,Hygiene-baby_needs,0.34%
customer_code_1294,Hygiene-beauty_and_personal_care,4.73%
customer_code_1294,animal products-frozen_meat,10.30%
customer_code_1294,animal products-seafood,2.03%
customer_code_1294,fresh-fruits,8.78%
customer_code_1294,fresh-vegetables,5.57%
customer_code_1294,homeware-stationery,64.70%
customer_code_1294,household-baby_needs,0.17%
customer_code_1294,lifestyle-wellness_food,3.38%
customer_code_1294,animal products-dairy,
customer_code_1294,pet_products-pet_care,
customer_code_1294,pet_products-pet_food,
customer_code_1294,household-wellness_products,
customer_code_1295,Hygiene-baby_needs,0.14%
customer_code_1295,Hygiene-beauty_and_personal_care,1.90%
customer_code_1295,animal products-frozen_meat,4.13%
customer_code_1295,animal products-seafood,0.81%
customer_code_1295,fresh-fruits,3.52%
customer_code_1295,fresh-vegetables,2.24%
customer_code_1295,homeware-stationery,1.49%
customer_code_1295,household-baby_needs,0.07%
customer_code_1295,lifestyle-wellness_food,67.55%
customer_code_1295,animal products-dairy,
customer_code_1295,pet_products-pet_care,
customer_code_1295,pet_products-pet_food,
customer_code_1295,household-wellness_products,18.16%
customer_code_1296,Hygiene-baby_needs,0.10%
customer_code_1296,Hygiene-beauty_and_personal_care,1.37%
customer_code_1296,animal products-frozen_meat,2.99%
customer_code_1296,animal products-seafood,0.59%
customer_code_1296,fresh-fruits,49.90%
customer_code_1296,fresh-vegetables,42.93%
customer_code_1296,homeware-stationery,1.08%
customer_code_1296,household-baby_needs,0.05%
customer_code_1296,lifestyle-wellness_food,0.98%
customer_code_1296,animal products-dairy,
customer_code_1296,pet_products-pet_care,
customer_code_1296,pet_products-pet_food,
customer_code_1296,household-wellness_products,
customer_code_1297,Hygiene-baby_needs,0.41%
customer_code_1297,Hygiene-beauty_and_personal_care,5.74%
customer_code_1297,animal products-frozen_meat,12.50%
customer_code_1297,animal products-seafood,2.46%
customer_code_1297,fresh-fruits,36.07%
customer_code_1297,fresh-vegetables,34.02%
customer_code_1297,homeware-stationery,4.51%
customer_code_1297,household-baby_needs,0.20%
customer_code_1297,lifestyle-wellness_food,4.10%
customer_code_1297,animal products-dairy,
customer_code_1297,pet_products-pet_care,
customer_code_1297,pet_products-pet_food,
customer_code_1297,household-wellness_products,
customer_code_1298,Hygiene-baby_needs,0.41%
customer_code_1298,Hygiene-beauty_and_personal_care,5.75%
customer_code_1298,animal products-frozen_meat,12.53%
customer_code_1298,animal products-seafood,2.46%
customer_code_1298,fresh-fruits,39.22%
customer_code_1298,fresh-vegetables,30.80%
customer_code_1298,homeware-stationery,4.52%
customer_code_1298,household-baby_needs,0.21%
customer_code_1298,lifestyle-wellness_food,4.11%
customer_code_1298,animal products-dairy,
customer_code_1298,pet_products-pet_care,
customer_code_1298,pet_products-pet_food,
customer_code_1298,household-wellness_products,
customer_code_1299,Hygiene-baby_needs,0.40%
customer_code_1299,Hygiene-beauty_and_personal_care,5.56%
customer_code_1299,animal products-frozen_meat,12.10%
customer_code_1299,animal products-seafood,2.38%
customer_code_1299,fresh-fruits,44.84%
customer_code_1299,fresh-vegetables,26.19%
customer_code_1299,homeware-stationery,4.37%
customer_code_1299,household-baby_needs,0.20%
customer_code_1299,lifestyle-wellness_food,3.97%
customer_code_1299,animal products-dairy,
customer_code_1299,pet_products-pet_care,
customer_code_1299,pet_products-pet_food,
customer_code_1299,household-wellness_products,
customer_code_13,Hygiene-baby_needs,0.32%
customer_code_13,Hygiene-beauty_and_personal_care,4.42%
customer_code_13,animal products-frozen_meat,9.64%
customer_code_13,animal products-seafood,1.90%
customer_code_13,fresh-fruits,8.21%
customer_code_13,fresh-vegetables,5.21%
customer_code_13,homeware-stationery,66.98%
customer_code_13,household-baby_needs,0.16%
customer_code_13,lifestyle-wellness_food,3.16%
customer_code_13,animal products-dairy,
customer_code_13,pet_products-pet_care,
customer_code_13,pet_products-pet_food,
customer_code_13,household-wellness_products,
customer_code_130,Hygiene-baby_needs,0.40%
customer_code_130,Hygiene-beauty_and_personal_care,5.54%
customer_code_130,animal products-frozen_meat,12.08%
customer_code_130,animal products-seafood,2.38%
customer_code_130,fresh-fruits,46.14%
customer_code_130,fresh-vegetables,24.95%
customer_code_130,homeware-stationery,4.36%
customer_code_130,household-baby_needs,0.20%
customer_code_130,lifestyle-wellness_food,3.96%
customer_code_130,animal products-dairy,
customer_code_130,pet_products-pet_care,
customer_code_130,pet_products-pet_food,
customer_code_130,household-wellness_products,
customer_code_1300,Hygiene-baby_needs,0.19%
customer_code_1300,Hygiene-beauty_and_personal_care,2.61%
customer_code_1300,animal products-frozen_meat,5.68%
customer_code_1300,animal products-seafood,1.12%
customer_code_1300,fresh-fruits,52.79%
customer_code_1300,fresh-vegetables,33.61%
customer_code_1300,homeware-stationery,2.05%
customer_code_1300,household-baby_needs,0.09%
customer_code_1300,lifestyle-wellness_food,1.86%
customer_code_1300,animal products-dairy,
customer_code_1300,pet_products-pet_care,
customer_code_1300,pet_products-pet_food,
customer_code_1300,household-wellness_products,
customer_code_1301,Hygiene-baby_needs,0.19%
customer_code_1301,Hygiene-beauty_and_personal_care,2.60%
customer_code_1301,animal products-frozen_meat,5.66%
customer_code_1301,animal products-seafood,1.11%
customer_code_1301,fresh-fruits,53.39%
customer_code_1301,fresh-vegetables,33.05%
customer_code_1301,homeware-stationery,2.04%
customer_code_1301,household-baby_needs,0.09%
customer_code_1301,lifestyle-wellness_food,1.86%
customer_code_1301,animal products-dairy,
customer_code_1301,pet_products-pet_care,
customer_code_1301,pet_products-pet_food,
customer_code_1301,household-wellness_products,
customer_code_1302,Hygiene-baby_needs,0.18%
customer_code_1302,Hygiene-beauty_and_personal_care,2.49%
customer_code_1302,animal products-frozen_meat,5.43%
customer_code_1302,animal products-seafood,1.07%
customer_code_1302,fresh-fruits,45.24%
customer_code_1302,fresh-vegetables,41.76%
customer_code_1302,homeware-stationery,1.96%
customer_code_1302,household-baby_needs,0.09%
customer_code_1302,lifestyle-wellness_food,1.78%
customer_code_1302,animal products-dairy,
customer_code_1302,pet_products-pet_care,
customer_code_1302,pet_products-pet_food,
customer_code_1302,household-wellness_products,
customer_code_1303,Hygiene-baby_needs,0.19%
customer_code_1303,Hygiene-beauty_and_personal_care,2.70%
customer_code_1303,animal products-frozen_meat,5.89%
customer_code_1303,animal products-seafood,1.16%
customer_code_1303,fresh-fruits,51.35%
customer_code_1303,fresh-vegetables,34.56%
customer_code_1303,homeware-stationery,2.12%
customer_code_1303,household-baby_needs,0.10%
customer_code_1303,lifestyle-wellness_food,1.93%
customer_code_1303,animal products-dairy,
customer_code_1303,pet_products-pet_care,
customer_code_1303,pet_products-pet_food,
customer_code_1303,household-wellness_products,
customer_code_1304,Hygiene-baby_needs,0.19%
customer_code_1304,Hygiene-beauty_and_personal_care,2.69%
customer_code_1304,animal products-frozen_meat,5.85%
customer_code_1304,animal products-seafood,1.15%
customer_code_1304,fresh-fruits,53.07%
customer_code_1304,fresh-vegetables,32.92%
customer_code_1304,homeware-stationery,2.11%
customer_code_1304,household-baby_needs,0.10%
customer_code_1304,lifestyle-wellness_food,1.92%
customer_code_1304,animal products-dairy,
customer_code_1304,pet_products-pet_care,
customer_code_1304,pet_products-pet_food,
customer_code_1304,household-wellness_products,
customer_code_1305,Hygiene-baby_needs,0.21%
customer_code_1305,Hygiene-beauty_and_personal_care,2.94%
customer_code_1305,animal products-frozen_meat,6.41%
customer_code_1305,animal products-seafood,1.26%
customer_code_1305,fresh-fruits,52.21%
customer_code_1305,fresh-vegetables,32.46%
customer_code_1305,homeware-stationery,2.31%
customer_code_1305,household-baby_needs,0.11%
customer_code_1305,lifestyle-wellness_food,2.10%
customer_code_1305,animal products-dairy,
customer_code_1305,pet_products-pet_care,
customer_code_1305,pet_products-pet_food,
customer_code_1305,household-wellness_products,
customer_code_1306,Hygiene-baby_needs,0.19%
customer_code_1306,Hygiene-beauty_and_personal_care,2.60%
customer_code_1306,animal products-frozen_meat,5.67%
customer_code_1306,animal products-seafood,1.12%
customer_code_1306,fresh-fruits,54.05%
customer_code_1306,fresh-vegetables,32.37%
customer_code_1306,homeware-stationery,2.05%
customer_code_1306,household-baby_needs,0.09%
customer_code_1306,lifestyle-wellness_food,1.86%
customer_code_1306,animal products-dairy,
customer_code_1306,pet_products-pet_care,
customer_code_1306,pet_products-pet_food,
customer_code_1306,household-wellness_products,
customer_code_1307,Hygiene-baby_needs,0.25%
customer_code_1307,Hygiene-beauty_and_personal_care,3.53%
customer_code_1307,animal products-frozen_meat,43.13%
customer_code_1307,animal products-seafood,36.95%
customer_code_1307,fresh-fruits,6.56%
customer_code_1307,fresh-vegetables,4.16%
customer_code_1307,homeware-stationery,2.77%
customer_code_1307,household-baby_needs,0.13%
customer_code_1307,lifestyle-wellness_food,2.52%
customer_code_1307,animal products-dairy,
customer_code_1307,pet_products-pet_care,
customer_code_1307,pet_products-pet_food,
customer_code_1307,household-wellness_products,
customer_code_1308,Hygiene-baby_needs,0.25%
customer_code_1308,Hygiene-beauty_and_personal_care,3.52%
customer_code_1308,animal products-frozen_meat,40.83%
customer_code_1308,animal products-seafood,39.32%
customer_code_1308,fresh-fruits,6.53%
customer_code_1308,fresh-vegetables,4.15%
customer_code_1308,homeware-stationery,2.76%
customer_code_1308,household-baby_needs,0.13%
customer_code_1308,lifestyle-wellness_food,2.51%
customer_code_1308,animal products-dairy,
customer_code_1308,pet_products-pet_care,
customer_code_1308,pet_products-pet_food,
customer_code_1308,household-wellness_products,
customer_code_1309,Hygiene-baby_needs,0.32%
customer_code_1309,Hygiene-beauty_and_personal_care,4.48%
customer_code_1309,animal products-frozen_meat,9.76%
customer_code_1309,animal products-seafood,1.92%
customer_code_1309,fresh-fruits,8.32%
customer_code_1309,fresh-vegetables,5.28%
customer_code_1309,homeware-stationery,3.52%
customer_code_1309,household-baby_needs,0.16%
customer_code_1309,lifestyle-wellness_food,3.20%
customer_code_1309,animal products-dairy,
customer_code_1309,pet_products-pet_care,35.04%
customer_code_1309,pet_products-pet_food,28.00%
customer_code_1309,household-wellness_products,
customer_code_131,Hygiene-baby_needs,0.42%
customer_code_131,Hygiene-beauty_and_personal_care,5.94%
customer_code_131,animal products-frozen_meat,12.95%
customer_code_131,animal products-seafood,2.55%
customer_code_131,fresh-fruits,39.92%
customer_code_131,fresh-vegetables,29.09%
customer_code_131,homeware-stationery,4.67%
customer_code_131,household-baby_needs,0.21%
customer_code_131,lifestyle-wellness_food,4.25%
customer_code_131,animal products-dairy,
customer_code_131,pet_products-pet_care,
customer_code_131,pet_products-pet_food,
customer_code_131,household-wellness_products,
customer_code_1310,Hygiene-baby_needs,0.15%
customer_code_1310,Hygiene-beauty_and_personal_care,2.07%
customer_code_1310,animal products-frozen_meat,4.52%
customer_code_1310,animal products-seafood,0.89%
customer_code_1310,fresh-fruits,3.85%
customer_code_1310,fresh-vegetables,2.44%
customer_code_1310,homeware-stationery,1.63%
customer_code_1310,household-baby_needs,0.07%
customer_code_1310,lifestyle-wellness_food,67.48%
customer_code_1310,animal products-dairy,
customer_code_1310,pet_products-pet_care,
customer_code_1310,pet_products-pet_food,
customer_code_1310,household-wellness_products,16.89%
customer_code_1311,Hygiene-baby_needs,0.42%
customer_code_1311,Hygiene-beauty_and_personal_care,5.92%
customer_code_1311,animal products-frozen_meat,12.90%
customer_code_1311,animal products-seafood,2.54%
customer_code_1311,fresh-fruits,35.10%
customer_code_1311,fresh-vegetables,34.04%
customer_code_1311,homeware-stationery,4.65%
customer_code_1311,household-baby_needs,0.21%
customer_code_1311,lifestyle-wellness_food,4.23%
customer_code_1311,animal products-dairy,
customer_code_1311,pet_products-pet_care,
customer_code_1311,pet_products-pet_food,
customer_code_1311,household-wellness_products,
customer_code_1312,Hygiene-baby_needs,0.42%
customer_code_1312,Hygiene-beauty_and_personal_care,5.88%
customer_code_1312,animal products-frozen_meat,12.82%
customer_code_1312,animal products-seafood,2.52%
customer_code_1312,fresh-fruits,35.29%
customer_code_1312,fresh-vegetables,34.03%
customer_code_1312,homeware-stationery,4.62%
customer_code_1312,household-baby_needs,0.21%
customer_code_1312,lifestyle-wellness_food,4.20%
customer_code_1312,animal products-dairy,
customer_code_1312,pet_products-pet_care,
customer_code_1312,pet_products-pet_food,
customer_code_1312,household-wellness_products,
customer_code_1313,Hygiene-baby_needs,0.37%
customer_code_1313,Hygiene-beauty_and_personal_care,5.13%
customer_code_1313,animal products-frozen_meat,11.17%
customer_code_1313,animal products-seafood,2.20%
customer_code_1313,fresh-fruits,44.32%
customer_code_1313,fresh-vegetables,28.94%
customer_code_1313,homeware-stationery,4.03%
customer_code_1313,household-baby_needs,0.18%
customer_code_1313,lifestyle-wellness_food,3.66%
customer_code_1313,animal products-dairy,
customer_code_1313,pet_products-pet_care,
customer_code_1313,pet_products-pet_food,
customer_code_1313,household-wellness_products,
customer_code_1314,Hygiene-baby_needs,0.41%
customer_code_1314,Hygiene-beauty_and_personal_care,5.81%
customer_code_1314,animal products-frozen_meat,12.66%
customer_code_1314,animal products-seafood,2.49%
customer_code_1314,fresh-fruits,35.89%
