customer_code,month,week_of_month,total_sales
customer_code_1833,4,2,39
customer_code_1833,5,4,57
customer_code_1833,6,4,142
customer_code_1833,7,1,84
customer_code_1834,1,1,46
customer_code_1834,2,3,34
customer_code_1834,3,3,39
customer_code_1834,4,1,45
customer_code_1834,5,1,66
customer_code_1834,6,4,59
customer_code_1834,7,1,34
customer_code_1835,1,1,33
customer_code_1835,2,3,41
customer_code_1835,3,3,39
customer_code_1835,4,4,39
customer_code_1835,5,2,48
customer_code_1835,6,2,46
customer_code_1835,7,1,32
customer_code_1836,1,1,33
customer_code_1836,2,3,36
customer_code_1836,3,3,43
customer_code_1836,4,3,33
customer_code_1836,5,2,54
customer_code_1836,6,4,49
customer_code_1836,7,1,39
customer_code_1837,1,1,50
customer_code_1837,2,3,48
customer_code_1837,3,2,31
customer_code_1837,4,3,34
customer_code_1837,5,2,57
customer_code_1837,6,2,60
customer_code_1837,7,1,34
customer_code_1838,1,1,51
customer_code_1838,2,3,48
customer_code_1838,3,3,43
customer_code_1838,4,3,32
customer_code_1838,5,2,58
customer_code_1838,6,1,75
customer_code_1838,7,1,64
customer_code_1839,1,4,71
customer_code_1839,2,4,78
customer_code_1839,3,1,134
customer_code_1839,4,4,154
customer_code_1839,5,2,162
customer_code_1839,6,2,191
customer_code_1839,7,1,188
customer_code_184,1,1,55
customer_code_184,2,3,60
customer_code_184,3,3,50
customer_code_184,4,4,71
customer_code_184,5,1,75
customer_code_184,6,4,162
customer_code_184,7,1,98
customer_code_1840,1,1,33
customer_code_1840,2,1,36
customer_code_1840,3,3,37
customer_code_1840,4,3,26
customer_code_1840,5,2,42
customer_code_1840,6,2,31
customer_code_1840,7,1,32
customer_code_1841,1,1,37
customer_code_1841,2,3,30
customer_code_1841,3,3,43
customer_code_1841,4,3,28
customer_code_1841,5,2,42
customer_code_1841,6,4,32
customer_code_1841,7,1,37
customer_code_1842,1,1,63
customer_code_1842,2,3,50
customer_code_1842,3,1,57
customer_code_1842,4,1,45
customer_code_1842,5,2,77
customer_code_1842,6,1,77
customer_code_1842,7,1,125
customer_code_1843,1,1,67
customer_code_1843,2,1,59
customer_code_1843,3,3,64
customer_code_1843,4,4,58
customer_code_1843,5,2,89
customer_code_1843,6,1,97
customer_code_1843,7,1,84
customer_code_1844,1,1,55
customer_code_1844,2,3,72
customer_code_1844,3,1,70
customer_code_1844,4,4,60
customer_code_1844,5,2,60
customer_code_1844,6,4,113
customer_code_1844,7,1,161
customer_code_1845,1,1,60
customer_code_1845,2,1,55
customer_code_1845,3,4,56
customer_code_1845,4,3,80
customer_code_1845,5,2,92
customer_code_1845,6,2,82
customer_code_1845,7,1,73
customer_code_1846,1,1,68
customer_code_1846,2,3,54
customer_code_1846,3,3,38
customer_code_1846,4,4,65
customer_code_1846,5,4,76
customer_code_1846,6,4,139
customer_code_1846,7,1,61
customer_code_1847,1,1,62
customer_code_1847,2,1,58
customer_code_1847,3,3,75
customer_code_1847,4,1,63
customer_code_1847,5,2,60
customer_code_1847,6,1,104
customer_code_1847,7,1,71
customer_code_1848,1,1,68
customer_code_1848,2,3,85
customer_code_1848,3,4,84
customer_code_1848,4,3,77
customer_code_1848,5,4,115
customer_code_1848,6,4,192
customer_code_1848,7,1,60
customer_code_1849,1,1,31
customer_code_1849,2,1,24
customer_code_1849,3,3,33
customer_code_1849,4,3,23
customer_code_1849,5,2,40
customer_code_1849,6,2,38
customer_code_1849,7,1,37
customer_code_185,1,1,31
customer_code_185,2,3,22
customer_code_185,3,3,29
customer_code_185,4,3,17
customer_code_185,5,2,34
customer_code_185,6,4,20
customer_code_185,7,1,19
customer_code_1850,1,1,59
customer_code_1850,2,3,50
customer_code_1850,3,2,59
customer_code_1850,4,3,39
customer_code_1850,5,2,74
customer_code_1850,6,4,97
customer_code_1850,7,1,27
customer_code_1851,1,1,48
customer_code_1851,2,1,59
customer_code_1851,3,1,52
customer_code_1851,4,3,39
customer_code_1851,5,2,70
customer_code_1851,6,1,78
customer_code_1851,7,1,47
customer_code_1852,1,1,44
customer_code_1852,2,1,42
customer_code_1852,3,1,40
customer_code_1852,4,1,32
customer_code_1852,5,2,58
customer_code_1852,6,3,54
customer_code_1852,7,1,64
customer_code_1853,1,1,37
customer_code_1853,2,3,52
customer_code_1853,3,3,38
customer_code_1853,4,4,50
customer_code_1853,5,2,58
customer_code_1853,6,4,66
customer_code_1853,7,1,72
customer_code_1854,1,1,38
customer_code_1854,2,1,27
customer_code_1854,3,3,39
customer_code_1854,4,3,24
customer_code_1854,5,2,47
customer_code_1854,6,4,50
customer_code_1854,7,1,24
customer_code_1855,1,1,38
customer_code_1855,2,4,28
customer_code_1855,3,3,36
customer_code_1855,4,3,30
customer_code_1855,5,2,46
customer_code_1855,6,2,42
customer_code_1855,7,1,31
customer_code_1856,1,1,52
customer_code_1856,2,1,57
customer_code_1856,3,2,56
customer_code_1856,4,3,54
customer_code_1856,5,2,89
customer_code_1856,6,4,129
customer_code_1856,7,1,96
customer_code_1857,1,1,49
customer_code_1857,2,3,56
customer_code_1857,3,4,55
customer_code_1857,4,4,66
customer_code_1857,5,2,72
customer_code_1857,6,2,152
customer_code_1857,7,1,44
customer_code_1858,1,1,65
customer_code_1858,2,3,71
customer_code_1858,3,4,63
customer_code_1858,4,4,69
customer_code_1858,5,2,84
customer_code_1858,6,4,116
customer_code_1858,7,1,72
customer_code_1859,1,1,79
customer_code_1859,2,3,53
customer_code_1859,3,3,133
customer_code_1859,4,2,79
customer_code_1859,5,4,112
customer_code_1859,6,4,178
customer_code_1859,7,1,129
customer_code_186,1,1,38
customer_code_186,2,1,40
customer_code_186,3,3,43
customer_code_186,4,3,30
customer_code_186,5,2,44
customer_code_186,6,3,46
customer_code_186,7,1,64
customer_code_1860,1,1,75
customer_code_1860,2,3,88
customer_code_1860,3,4,81
customer_code_1860,4,3,87
customer_code_1860,5,2,113
customer_code_1860,6,3,189
customer_code_1860,7,1,209
customer_code_1861,1,1,37
customer_code_1861,2,3,24
customer_code_1861,3,3,33
customer_code_1861,4,4,19
customer_code_1861,5,2,36
customer_code_1861,6,3,30
customer_code_1861,7,1,35
customer_code_1862,1,1,41
customer_code_1862,2,3,33
customer_code_1862,3,4,49
customer_code_1862,4,4,60
customer_code_1862,5,2,61
customer_code_1862,6,3,81
customer_code_1862,7,1,46
customer_code_1863,1,1,53
customer_code_1863,2,1,50
customer_code_1863,3,3,60
customer_code_1863,4,2,36
customer_code_1863,5,2,67
customer_code_1863,6,2,70
customer_code_1863,7,1,60
customer_code_1864,1,1,50
customer_code_1864,2,3,47
customer_code_1864,3,3,37
customer_code_1864,4,3,57
customer_code_1864,5,5,72
customer_code_1864,6,3,97
customer_code_1864,7,1,81
customer_code_1865,1,1,63
customer_code_1865,2,1,46
customer_code_1865,3,2,57
customer_code_1865,4,1,64
customer_code_1865,5,1,84
customer_code_1865,6,4,85
customer_code_1865,7,1,120
customer_code_1866,1,1,40
customer_code_1866,2,3,46
customer_code_1866,3,3,54
customer_code_1866,4,4,40
customer_code_1866,5,2,57
customer_code_1866,6,2,71
customer_code_1866,7,1,59
customer_code_1867,1,1,35
customer_code_1867,2,3,39
customer_code_1867,3,1,37
customer_code_1867,4,3,43
customer_code_1867,5,2,43
customer_code_1867,6,3,51
customer_code_1867,7,1,79
customer_code_1868,1,1,84
customer_code_1868,2,1,98
customer_code_1868,3,1,76
customer_code_1868,4,3,111
customer_code_1868,5,2,140
customer_code_1868,6,3,325
customer_code_1868,7,1,205
customer_code_1869,1,1,49
customer_code_1869,2,3,41
customer_code_1869,3,3,57
customer_code_1869,4,3,73
customer_code_1869,5,2,74
customer_code_1869,6,2,99
customer_code_1869,7,1,97
customer_code_187,1,1,45
customer_code_187,2,1,42
customer_code_187,3,1,56
customer_code_187,4,3,26
customer_code_187,5,2,55
customer_code_187,6,4,72
customer_code_187,7,1,52
customer_code_1870,1,1,56
customer_code_1870,2,3,49
customer_code_1870,3,3,66
customer_code_1870,4,3,47
customer_code_1870,5,2,79
customer_code_1870,6,4,88
customer_code_1870,7,1,46
customer_code_1871,1,1,61
customer_code_1871,2,4,61
customer_code_1871,3,3,54
customer_code_1871,4,4,59
customer_code_1871,5,3,73
customer_code_1871,6,4,89
customer_code_1871,7,2,39
customer_code_1872,1,1,51
customer_code_1872,2,3,59
customer_code_1872,3,3,61
customer_code_1872,4,4,69
customer_code_1872,5,2,90
customer_code_1872,6,4,94
customer_code_1872,7,1,118
customer_code_1873,1,1,58
customer_code_1873,2,1,51
customer_code_1873,3,3,48
customer_code_1873,4,4,53
customer_code_1873,5,2,100
customer_code_1873,6,4,138
customer_code_1873,7,1,89
customer_code_1874,1,1,59
customer_code_1874,2,3,62
customer_code_1874,3,3,58
customer_code_1874,4,3,54
customer_code_1874,5,2,69
customer_code_1874,6,2,116
customer_code_1874,7,1,100
customer_code_1875,1,1,44
customer_code_1875,2,1,68
customer_code_1875,3,2,50
customer_code_1875,4,4,66
customer_code_1875,5,2,97
customer_code_1875,6,4,136
customer_code_1875,7,1,40
customer_code_1876,1,1,76
customer_code_1876,2,4,79
customer_code_1876,3,2,69
customer_code_1876,4,3,107
customer_code_1876,5,4,111
customer_code_1876,6,2,155
customer_code_1876,7,1,231
customer_code_1877,1,1,35
customer_code_1877,2,3,27
customer_code_1877,3,3,29
customer_code_1877,4,3,24
customer_code_1877,5,2,42
customer_code_1877,6,4,26
customer_code_1877,7,1,30
customer_code_1878,1,1,33
customer_code_1878,2,1,25
customer_code_1878,3,3,34
customer_code_1878,4,3,24
customer_code_1878,5,2,40
customer_code_1878,6,4,32
customer_code_1878,7,1,23
customer_code_1879,1,1,42
customer_code_1879,2,3,47
customer_code_1879,3,3,43
customer_code_1879,4,3,45
customer_code_1879,5,2,65
customer_code_1879,6,1,68
customer_code_1879,7,1,46
customer_code_188,1,1,44
customer_code_188,2,1,39
customer_code_188,3,3,46
customer_code_188,4,3,30
customer_code_188,5,2,38
customer_code_188,6,4,74
customer_code_188,7,1,21
customer_code_1880,1,1,47
customer_code_1880,2,4,52
customer_code_1880,3,2,46
customer_code_1880,4,3,52
customer_code_1880,5,1,53
customer_code_1880,6,4,156
customer_code_1880,7,1,101
customer_code_1881,1,1,53
customer_code_1881,2,4,36
customer_code_1881,3,3,46
customer_code_1881,4,4,57
customer_code_1881,5,2,59
customer_code_1881,6,2,63
customer_code_1881,7,1,79
customer_code_1882,1,1,41
customer_code_1882,2,1,64
customer_code_1882,3,3,45
customer_code_1882,4,3,43
customer_code_1882,5,2,59
customer_code_1882,6,4,70
customer_code_1882,7,1,87
customer_code_1883,1,1,41
customer_code_1883,2,4,41
customer_code_1883,3,3,88
customer_code_1883,4,3,66
customer_code_1883,5,1,55
customer_code_1883,6,2,95
customer_code_1883,7,1,49
customer_code_1884,1,1,49
customer_code_1884,2,3,46
customer_code_1884,3,3,53
customer_code_1884,4,4,56
customer_code_1884,5,4,57
customer_code_1884,6,2,78
customer_code_1884,7,1,84
customer_code_1885,1,1,52
customer_code_1885,2,1,51
customer_code_1885,3,3,58
customer_code_1885,4,3,46
customer_code_1885,5,2,72
customer_code_1885,6,4,124
customer_code_1885,7,1,72
customer_code_1886,1,1,44
customer_code_1886,2,2,40
customer_code_1886,3,3,48
customer_code_1886,4,4,40
customer_code_1886,5,2,73
customer_code_1886,6,4,66
customer_code_1886,7,1,75
customer_code_1887,1,1,60
customer_code_1887,2,4,54
customer_code_1887,3,3,80
customer_code_1887,4,1,51
customer_code_1887,5,1,64
customer_code_1887,6,1,64
customer_code_1887,7,1,55
customer_code_1888,1,1,31
customer_code_1888,2,3,24
customer_code_1888,3,3,32
customer_code_1888,4,3,15
customer_code_1888,5,2,36
customer_code_1888,6,3,17
customer_code_1888,7,1,21
customer_code_1889,1,1,33
customer_code_1889,2,3,21
customer_code_1889,3,3,31
customer_code_1889,4,3,16
customer_code_1889,5,2,34
customer_code_1889,6,3,20
customer_code_1889,7,1,20
customer_code_189,1,1,37
customer_code_189,2,1,40
customer_code_189,3,3,41
customer_code_189,4,1,39
customer_code_189,5,2,59
customer_code_189,6,2,53
customer_code_189,7,1,80
customer_code_1890,1,1,49
customer_code_1890,2,3,31
customer_code_1890,3,3,40
customer_code_1890,4,4,49
customer_code_1890,5,2,52
customer_code_1890,6,1,66
customer_code_1890,7,1,60
customer_code_1891,1,1,34
customer_code_1891,2,3,56
customer_code_1891,3,3,48
customer_code_1891,4,3,32
customer_code_1891,5,2,40
customer_code_1891,6,3,58
customer_code_1891,7,1,66
customer_code_1892,1,1,67
customer_code_1892,2,2,47
customer_code_1892,3,3,45
customer_code_1892,4,3,48
customer_code_1892,5,2,99
customer_code_1892,6,4,120
customer_code_1892,7,1,55
customer_code_1893,1,1,50
customer_code_1893,2,3,45
customer_code_1893,3,3,75
customer_code_1893,4,3,70
customer_code_1893,5,2,88
customer_code_1893,6,4,114
customer_code_1893,7,1,153
customer_code_1894,1,1,70
customer_code_1894,2,3,58
customer_code_1894,3,1,42
customer_code_1894,4,4,92
customer_code_1894,5,2,86
customer_code_1894,6,3,146
customer_code_1894,7,1,72
customer_code_1895,1,1,70
customer_code_1895,2,4,63
customer_code_1895,3,1,44
customer_code_1895,4,3,64
customer_code_1895,5,2,80
customer_code_1895,6,1,100
customer_code_1895,7,1,88
customer_code_1896,1,1,66
customer_code_1896,2,1,51
customer_code_1896,3,3,74
customer_code_1896,4,4,78
customer_code_1896,5,2,95
customer_code_1896,6,4,112
customer_code_1896,7,1,117
customer_code_1897,1,1,53
customer_code_1897,2,1,48
customer_code_1897,3,3,83
customer_code_1897,4,3,73
customer_code_1897,5,2,64
customer_code_1897,6,2,119
customer_code_1897,7,1,96
customer_code_1898,1,1,59
customer_code_1898,2,3,79
customer_code_1898,3,3,122
customer_code_1898,4,3,100
customer_code_1898,5,4,92
customer_code_1898,6,2,184
customer_code_1898,7,1,122
customer_code_1899,1,1,76
customer_code_1899,2,1,77
customer_code_1899,3,3,64
customer_code_1899,4,3,90
customer_code_1899,5,2,113
customer_code_1899,6,4,297
customer_code_1899,7,1,61
customer_code_19,1,1,33
customer_code_19,2,3,24
customer_code_19,3,3,33
customer_code_19,4,3,21
customer_code_19,5,2,40
customer_code_19,6,4,29
customer_code_19,7,1,28
customer_code_190,1,1,45
customer_code_190,2,3,67
customer_code_190,3,3,50
customer_code_190,4,3,72
customer_code_190,5,2,113
customer_code_190,6,4,94
customer_code_190,7,1,127
customer_code_1900,1,1,37
customer_code_1900,2,3,24
customer_code_1900,3,3,26
customer_code_1900,4,3,22
customer_code_1900,5,2,41
customer_code_1900,6,2,27
customer_code_1900,7,1,30
customer_code_1901,1,1,54
customer_code_1901,2,3,58
customer_code_1901,3,2,44
customer_code_1901,4,3,61
customer_code_1901,5,2,56
customer_code_1901,6,4,88
customer_code_1901,7,1,92
customer_code_1902,1,1,48
customer_code_1902,2,3,49
customer_code_1902,3,3,45
customer_code_1902,4,1,37
customer_code_1902,5,1,61
customer_code_1902,6,3,63
customer_code_1902,7,1,67
customer_code_1903,1,1,43
customer_code_1903,2,3,55
customer_code_1903,3,3,40
customer_code_1903,4,4,50
customer_code_1903,5,2,66
customer_code_1903,6,4,73
customer_code_1903,7,1,70
customer_code_1904,1,1,60
customer_code_1904,2,1,61
customer_code_1904,3,3,46
customer_code_1904,4,1,44
customer_code_1904,5,1,51
customer_code_1904,6,1,50
customer_code_1904,7,1,51
customer_code_1905,1,1,74
customer_code_1905,2,3,61
customer_code_1905,3,2,53
customer_code_1905,4,4,81
customer_code_1905,5,4,96
customer_code_1905,6,3,137
customer_code_1905,7,1,95
customer_code_1906,1,1,51
customer_code_1906,2,1,77
customer_code_1906,3,3,71
customer_code_1906,4,3,56
customer_code_1906,5,4,90
customer_code_1906,6,1,110
customer_code_1906,7,1,100
customer_code_1907,1,1,33
customer_code_1907,2,3,23
customer_code_1907,3,3,28
customer_code_1907,4,3,16
customer_code_1907,5,2,35
customer_code_1907,6,4,17
customer_code_1907,7,1,9
customer_code_1908,1,1,48
customer_code_1908,2,1,33
customer_code_1908,3,3,34
customer_code_1908,4,3,46
customer_code_1908,5,2,37
customer_code_1908,6,4,91
customer_code_1908,7,1,56
customer_code_1909,1,1,50
customer_code_1909,2,3,33
customer_code_1909,3,3,43
customer_code_1909,4,3,38
customer_code_1909,5,2,53
customer_code_1909,6,4,92
customer_code_1909,7,1,38
customer_code_191,1,1,71
customer_code_191,2,3,59
customer_code_191,3,3,48
customer_code_191,4,3,59
customer_code_191,5,4,86
customer_code_191,6,3,99
customer_code_191,7,1,108
customer_code_1910,1,1,43
customer_code_1910,2,1,45
customer_code_1910,3,1,41
customer_code_1910,4,3,35
customer_code_1910,5,2,52
customer_code_1910,6,4,59
customer_code_1910,7,1,44
customer_code_1911,1,4,85
customer_code_1911,2,4,107
customer_code_1911,3,4,135
customer_code_1911,4,3,121
customer_code_1911,5,2,136
customer_code_1911,6,2,260
customer_code_1911,7,1,203
customer_code_1912,1,1,34
customer_code_1912,2,3,36
customer_code_1912,3,3,38
customer_code_1912,4,3,24
customer_code_1912,5,2,48
customer_code_1912,6,1,31
customer_code_1912,7,1,38
customer_code_1913,1,1,34
customer_code_1913,2,3,28
customer_code_1913,3,3,30
customer_code_1913,4,4,29
customer_code_1913,5,2,43
customer_code_1913,6,4,36
customer_code_1913,7,1,26
customer_code_1914,1,1,67
customer_code_1914,2,1,63
customer_code_1914,3,3,67
customer_code_1914,4,3,79
customer_code_1914,5,2,105
customer_code_1914,6,3,128
customer_code_1914,7,1,71
customer_code_1915,1,1,47
customer_code_1915,2,1,73
customer_code_1915,3,3,66
customer_code_1915,4,3,57
customer_code_1915,5,2,66
customer_code_1915,6,1,110
customer_code_1915,7,1,84
customer_code_1916,1,1,47
customer_code_1916,2,3,50
customer_code_1916,3,3,42
customer_code_1916,4,4,61
customer_code_1916,5,2,103
customer_code_1916,6,1,103
customer_code_1916,7,1,65
customer_code_1917,1,1,66
customer_code_1917,2,3,46
customer_code_1917,3,1,55
customer_code_1917,4,3,86
customer_code_1917,5,2,108
customer_code_1917,6,5,95
customer_code_1917,7,1,83
customer_code_1918,1,1,60
customer_code_1918,2,3,71
customer_code_1918,3,3,59
customer_code_1918,4,3,64
customer_code_1918,5,2,108
customer_code_1918,6,4,107
customer_code_1918,7,1,57
customer_code_1919,1,1,71
customer_code_1919,2,3,56
customer_code_1919,3,4,86
customer_code_1919,4,3,77
customer_code_1919,5,4,85
customer_code_1919,6,1,93
customer_code_1919,7,1,137
customer_code_192,1,1,60
customer_code_192,2,3,83
customer_code_192,3,3,55
customer_code_192,4,4,39
customer_code_192,5,2,80
customer_code_192,6,4,180
customer_code_192,7,1,95
customer_code_1920,1,1,53
customer_code_1920,2,4,47
customer_code_1920,3,3,52
customer_code_1920,4,3,69
customer_code_1920,5,1,75
customer_code_1920,6,2,131
customer_code_1920,7,1,78
customer_code_1921,1,1,73
customer_code_1921,2,4,72
customer_code_1921,3,4,75
customer_code_1921,4,3,89
customer_code_1921,5,1,89
customer_code_1921,6,3,160
customer_code_1921,7,1,111
customer_code_1922,1,1,64
customer_code_1922,2,2,87
customer_code_1922,3,1,69
customer_code_1922,4,3,86
customer_code_1922,5,2,103
customer_code_1922,6,3,257
customer_code_1922,7,1,150
customer_code_1923,1,1,37
customer_code_1923,2,1,27
customer_code_1923,3,3,33
customer_code_1923,4,4,23
customer_code_1923,5,2,44
customer_code_1923,6,4,26
customer_code_1923,7,1,21
customer_code_1924,1,1,33
customer_code_1924,2,3,27
customer_code_1924,3,3,33
customer_code_1924,4,3,21
customer_code_1924,5,2,36
customer_code_1924,6,4,35
customer_code_1924,7,1,26
customer_code_1925,1,1,51
customer_code_1925,2,1,45
customer_code_1925,3,2,56
customer_code_1925,4,4,43
customer_code_1925,5,2,62
customer_code_1925,6,4,89
customer_code_1925,7,1,58
customer_code_1926,1,1,56
customer_code_1926,2,3,61
customer_code_1926,3,2,49
customer_code_1926,4,4,28
customer_code_1926,5,4,61
customer_code_1926,6,3,99
customer_code_1926,7,2,58
customer_code_1927,1,1,61
customer_code_1927,2,1,33
customer_code_1927,3,3,38
customer_code_1927,4,4,56
customer_code_1927,5,2,64
customer_code_1927,6,3,76
customer_code_1927,7,1,41
customer_code_1928,1,1,36
customer_code_1928,2,1,41
customer_code_1928,3,1,43
customer_code_1928,4,4,71
customer_code_1928,5,2,70
customer_code_1928,6,4,52
customer_code_1928,7,1,75
customer_code_1929,1,1,59
customer_code_1929,2,1,65
customer_code_1929,3,3,63
customer_code_1929,4,3,48
customer_code_1929,5,2,77
customer_code_1929,6,2,90
customer_code_1929,7,1,105
customer_code_193,1,1,51
customer_code_193,2,3,60
customer_code_193,3,3,58
customer_code_193,4,3,74
customer_code_193,5,4,88
customer_code_193,6,4,127
customer_code_193,7,1,35
customer_code_1930,1,1,58
customer_code_1930,2,3,47
customer_code_1930,3,3,28
customer_code_1930,4,4,55
customer_code_1930,5,4,63
customer_code_1930,6,3,104
customer_code_1930,7,1,52
customer_code_1931,1,1,50
customer_code_1931,2,3,59
customer_code_1931,3,2,38
customer_code_1931,4,4,56
customer_code_1931,5,2,65
customer_code_1931,6,4,110
customer_code_1931,7,1,36
customer_code_1932,1,1,53
customer_code_1932,2,3,51
customer_code_1932,3,2,46
customer_code_1932,4,4,48
customer_code_1932,5,2,67
customer_code_1932,6,3,71
customer_code_1932,7,1,59
customer_code_1933,1,1,57
customer_code_1933,2,3,44
customer_code_1933,3,3,34
customer_code_1933,4,4,53
customer_code_1933,5,2,76
customer_code_1933,6,2,87
customer_code_1933,7,1,67
customer_code_1934,1,1,46
customer_code_1934,2,4,36
customer_code_1934,3,3,51
customer_code_1934,4,4,47
customer_code_1934,5,4,49
customer_code_1934,6,2,55
customer_code_1934,7,1,65
customer_code_1935,1,1,83
customer_code_1935,2,3,84
customer_code_1935,3,3,121
customer_code_1935,4,4,141
customer_code_1935,5,2,157
customer_code_1935,6,2,234
customer_code_1935,7,1,234
customer_code_1936,1,1,73
customer_code_1936,2,1,133
customer_code_1936,3,3,93
customer_code_1936,4,3,141
customer_code_1936,5,2,108
customer_code_1936,6,2,274
customer_code_1936,7,1,152
customer_code_1937,1,1,41
customer_code_1937,2,1,24
customer_code_1937,3,3,35
customer_code_1937,4,3,29
customer_code_1937,5,2,48
customer_code_1937,6,4,38
customer_code_1937,7,1,30
customer_code_1938,1,1,63
customer_code_1938,2,4,57
customer_code_1938,3,3,67
customer_code_1938,4,3,69
customer_code_1938,5,5,70
customer_code_1938,6,4,166
customer_code_1938,7,1,68
customer_code_1939,1,1,66
customer_code_1939,2,1,75
customer_code_1939,3,3,58
customer_code_1939,4,3,48
customer_code_1939,5,2,82
customer_code_1939,6,4,156
customer_code_1939,7,1,108
customer_code_194,1,1,62
customer_code_194,2,3,50
customer_code_194,3,3,75
customer_code_194,4,3,80
customer_code_194,5,1,75
customer_code_194,6,4,133
customer_code_194,7,1,108
customer_code_1940,1,3,43
customer_code_1940,2,3,57
customer_code_1940,3,3,79
customer_code_1940,4,3,83
customer_code_1940,5,2,98
customer_code_1940,6,3,133
customer_code_1940,7,1,88
customer_code_1941,1,1,51
customer_code_1941,2,3,55
customer_code_1941,3,1,54
customer_code_1941,4,2,53
customer_code_1941,5,2,108
customer_code_1941,6,3,128
customer_code_1941,7,1,59
customer_code_1942,1,1,53
customer_code_1942,2,1,57
customer_code_1942,3,3,57
customer_code_1942,4,3,72
customer_code_1942,5,4,72
customer_code_1942,6,4,144
customer_code_1942,7,1,146
customer_code_1943,1,1,56
customer_code_1943,2,3,55
customer_code_1943,3,3,78
customer_code_1943,4,3,50
customer_code_1943,5,2,105
customer_code_1943,6,4,103
customer_code_1943,7,1,125
customer_code_1944,1,1,50
customer_code_1944,2,4,60
customer_code_1944,3,3,67
customer_code_1944,4,3,65
customer_code_1944,5,5,87
customer_code_1944,6,3,79
customer_code_1944,7,1,153
customer_code_1945,1,1,67
customer_code_1945,2,1,74
customer_code_1945,3,3,90
customer_code_1945,4,2,85
customer_code_1945,5,2,113
customer_code_1945,6,4,233
customer_code_1945,7,1,69
customer_code_1946,1,1,33
customer_code_1946,2,3,29
customer_code_1946,3,3,32
customer_code_1946,4,3,23
customer_code_1946,5,2,40
customer_code_1946,6,4,46
customer_code_1946,7,1,9
customer_code_1947,1,1,41
customer_code_1947,2,3,46
customer_code_1947,3,3,40
customer_code_1947,4,3,56
customer_code_1947,5,4,63
customer_code_1947,6,3,101
customer_code_1947,7,1,64
customer_code_1948,1,1,43
customer_code_1948,2,3,58
customer_code_1948,3,3,45
customer_code_1948,4,3,35
customer_code_1948,5,2,61
customer_code_1948,6,4,103
customer_code_1948,7,1,64
customer_code_1949,1,1,36
customer_code_1949,2,1,39
customer_code_1949,3,1,37
customer_code_1949,4,1,61
customer_code_1949,5,1,62
customer_code_1949,6,4,73
customer_code_1949,7,1,25
customer_code_195,1,1,41
customer_code_195,2,2,38
customer_code_195,3,3,38
customer_code_195,4,1,40
customer_code_195,5,2,75
customer_code_195,6,5,64
customer_code_195,7,1,54
customer_code_1950,1,1,41
customer_code_1950,2,3,46
customer_code_1950,3,1,42
customer_code_1950,4,4,52
customer_code_1950,5,2,65
customer_code_1950,6,2,81
customer_code_1950,7,1,44
customer_code_1951,1,1,36
customer_code_1951,2,1,56
customer_code_1951,3,3,44
customer_code_1951,4,3,57
customer_code_1951,5,1,63
customer_code_1951,6,3,93
customer_code_1951,7,1,162
customer_code_1952,1,1,45
customer_code_1952,2,1,51
customer_code_1952,3,1,51
customer_code_1952,4,3,53
customer_code_1952,5,2,81
customer_code_1952,6,1,87
customer_code_1952,7,1,77
customer_code_1953,1,1,48
customer_code_1953,2,1,32
customer_code_1953,3,3,41
customer_code_1953,4,3,31
customer_code_1953,5,2,51
customer_code_1953,6,2,45
customer_code_1953,7,1,48
customer_code_1954,1,1,77
customer_code_1954,2,3,119
customer_code_1954,3,4,122
customer_code_1954,4,3,132
customer_code_1954,5,1,124
customer_code_1954,6,3,207
customer_code_1954,7,1,162
customer_code_1955,1,1,39
customer_code_1955,2,1,32
customer_code_1955,3,3,31
customer_code_1955,4,3,24
customer_code_1955,5,2,46
customer_code_1955,6,3,28
customer_code_1955,7,1,27
customer_code_1956,1,1,52
customer_code_1956,2,4,80
customer_code_1956,3,3,71
customer_code_1956,4,3,83
customer_code_1956,5,1,72
customer_code_1956,6,3,145
customer_code_1956,7,1,54
customer_code_1957,1,1,63
customer_code_1957,2,1,45
customer_code_1957,3,4,52
customer_code_1957,4,2,89
customer_code_1957,5,2,91
customer_code_1957,6,1,77
customer_code_1957,7,1,89
customer_code_1958,1,1,56
customer_code_1958,2,1,65
customer_code_1958,3,1,82
customer_code_1958,4,2,87
customer_code_1958,5,2,107
customer_code_1958,6,1,207
customer_code_1958,7,1,101
customer_code_1959,1,1,64
customer_code_1959,2,1,89
customer_code_1959,3,4,81
customer_code_1959,4,4,85
customer_code_1959,5,3,95
customer_code_1959,6,3,201
customer_code_1959,7,1,123
customer_code_196,1,1,37
customer_code_196,2,1,61
customer_code_196,3,1,46
customer_code_196,4,3,49
customer_code_196,5,2,64
customer_code_196,6,3,110
customer_code_196,7,1,33
customer_code_1960,1,1,72
customer_code_1960,2,3,81
customer_code_1960,3,3,68
customer_code_1960,4,2,67
customer_code_1960,5,2,108
customer_code_1960,6,3,166
customer_code_1960,7,1,111
customer_code_1961,1,1,68
customer_code_1961,2,4,91
customer_code_1961,3,4,81
customer_code_1961,4,3,79
customer_code_1961,5,2,101
customer_code_1961,6,3,164
customer_code_1961,7,1,210
customer_code_1962,1,1,33
customer_code_1962,2,1,29
customer_code_1962,3,3,31
customer_code_1962,4,3,23
customer_code_1962,5,2,36
customer_code_1962,6,4,27
customer_code_1962,7,1,17
