,customer_code,week_of_month,transaction_count,frequency_category
3921,customer_code_748,1,47,non-frequent
3922,customer_code_749,1,47,non-frequent
3923,customer_code_75,1,44,non-frequent
3924,customer_code_750,1,44,non-frequent
3925,customer_code_751,1,47,non-frequent
3926,customer_code_752,1,48,non-frequent
3927,customer_code_753,1,44,non-frequent
3928,customer_code_754,1,49,frequent
3929,customer_code_755,1,46,non-frequent
3930,customer_code_756,1,47,non-frequent
3931,customer_code_757,1,45,non-frequent
3932,customer_code_758,1,42,non-frequent
3933,customer_code_759,1,43,non-frequent
3934,customer_code_76,1,41,non-frequent
3935,customer_code_760,1,46,non-frequent
3936,customer_code_761,1,45,non-frequent
3937,customer_code_762,1,47,non-frequent
3938,customer_code_763,1,49,frequent
3939,customer_code_764,1,50,frequent
3940,customer_code_765,1,47,non-frequent
3941,customer_code_766,1,46,non-frequent
3942,customer_code_767,1,49,frequent
3943,customer_code_768,1,51,frequent
3944,customer_code_769,1,46,non-frequent
3945,customer_code_77,1,44,non-frequent
3946,customer_code_770,1,42,non-frequent
3947,customer_code_771,1,49,frequent
3948,customer_code_772,1,44,non-frequent
3949,customer_code_773,1,43,non-frequent
3950,customer_code_774,1,51,frequent
3951,customer_code_775,1,45,non-frequent
3952,customer_code_776,1,42,non-frequent
3953,customer_code_777,1,47,non-frequent
3954,customer_code_778,1,51,frequent
3955,customer_code_779,1,48,non-frequent
3956,customer_code_78,1,53,frequent
3957,customer_code_780,1,53,frequent
3958,customer_code_781,1,44,non-frequent
3959,customer_code_782,1,45,non-frequent
3960,customer_code_783,1,45,non-frequent
3961,customer_code_784,1,43,non-frequent
3962,customer_code_785,1,47,non-frequent
3963,customer_code_786,1,46,non-frequent
3964,customer_code_787,1,44,non-frequent
3965,customer_code_788,1,44,non-frequent
3966,customer_code_789,1,46,non-frequent
3967,customer_code_79,1,45,non-frequent
3968,customer_code_790,1,47,non-frequent
3969,customer_code_791,1,48,non-frequent
3970,customer_code_792,1,52,frequent
3971,customer_code_793,1,54,frequent
3972,customer_code_794,1,41,non-frequent
3973,customer_code_795,1,48,non-frequent
3974,customer_code_796,1,41,non-frequent
3975,customer_code_797,1,50,frequent
3976,customer_code_798,1,46,non-frequent
3977,customer_code_799,1,47,non-frequent
3978,customer_code_8,1,49,frequent
3979,customer_code_80,1,54,frequent
3980,customer_code_800,1,44,non-frequent
3981,customer_code_801,1,46,non-frequent
3982,customer_code_802,1,45,non-frequent
3983,customer_code_803,1,36,non-frequent
3984,customer_code_804,1,48,non-frequent
3985,customer_code_805,1,41,non-frequent
3986,customer_code_806,1,40,non-frequent
3987,customer_code_807,1,43,non-frequent
3988,customer_code_808,1,42,non-frequent
3989,customer_code_809,1,45,non-frequent
3990,customer_code_81,1,44,non-frequent
3991,customer_code_810,1,43,non-frequent
3992,customer_code_811,1,50,frequent
3993,customer_code_812,1,47,non-frequent
3994,customer_code_813,1,43,non-frequent
3995,customer_code_814,1,45,non-frequent
3996,customer_code_815,1,44,non-frequent
3997,customer_code_816,1,47,non-frequent
3998,customer_code_817,1,43,non-frequent
3999,customer_code_818,1,46,non-frequent
4000,customer_code_819,1,45,non-frequent
4001,customer_code_82,1,48,non-frequent
4002,customer_code_820,1,47,non-frequent
4003,customer_code_821,1,48,non-frequent
4004,customer_code_822,1,43,non-frequent
4005,customer_code_823,1,53,frequent
4006,customer_code_824,1,49,frequent
4007,customer_code_825,1,47,non-frequent
4008,customer_code_826,1,45,non-frequent
4009,customer_code_827,1,42,non-frequent
4010,customer_code_828,1,48,non-frequent
4011,customer_code_829,1,47,non-frequent
4012,customer_code_83,1,48,non-frequent
4013,customer_code_830,1,50,frequent
4014,customer_code_831,1,47,non-frequent
4015,customer_code_832,1,54,frequent
4016,customer_code_833,1,45,non-frequent
4017,customer_code_834,1,47,non-frequent
4018,customer_code_835,1,43,non-frequent
4019,customer_code_836,1,43,non-frequent
4020,customer_code_837,1,44,non-frequent
4021,customer_code_838,1,41,non-frequent
4022,customer_code_839,1,44,non-frequent
4023,customer_code_84,1,48,non-frequent
4024,customer_code_840,1,46,non-frequent
4025,customer_code_841,1,38,non-frequent
4026,customer_code_842,1,42,non-frequent
4027,customer_code_843,1,44,non-frequent
4028,customer_code_844,1,45,non-frequent
4029,customer_code_845,1,47,non-frequent
4030,customer_code_846,1,54,frequent
4031,customer_code_847,1,48,non-frequent
4032,customer_code_848,1,45,non-frequent
4033,customer_code_849,1,49,frequent
4034,customer_code_85,1,46,non-frequent
4035,customer_code_850,1,43,non-frequent
4036,customer_code_851,1,49,frequent
4037,customer_code_852,1,45,non-frequent
4038,customer_code_853,1,39,non-frequent
4039,customer_code_854,1,41,non-frequent
4040,customer_code_855,1,44,non-frequent
4041,customer_code_856,1,43,non-frequent
4042,customer_code_857,1,48,non-frequent
4043,customer_code_858,1,39,non-frequent
4044,customer_code_859,1,45,non-frequent
4045,customer_code_86,1,46,non-frequent
4046,customer_code_860,1,45,non-frequent
4047,customer_code_861,1,50,frequent
4048,customer_code_862,1,50,frequent
4049,customer_code_863,1,45,non-frequent
4050,customer_code_864,1,40,non-frequent
4051,customer_code_865,1,46,non-frequent
4052,customer_code_866,1,43,non-frequent
4053,customer_code_867,1,52,frequent
4054,customer_code_868,1,43,non-frequent
4055,customer_code_869,1,55,frequent
4056,customer_code_87,1,46,non-frequent
4057,customer_code_870,1,50,frequent
4058,customer_code_871,1,49,frequent
4059,customer_code_872,1,47,non-frequent
4060,customer_code_873,1,41,non-frequent
4061,customer_code_874,1,47,non-frequent
4062,customer_code_875,1,49,frequent
4063,customer_code_876,1,38,non-frequent
4064,customer_code_877,1,50,frequent
4065,customer_code_878,1,37,non-frequent
4066,customer_code_879,1,37,non-frequent
4067,customer_code_88,1,45,non-frequent
4068,customer_code_880,1,41,non-frequent
4069,customer_code_881,1,52,frequent
4070,customer_code_882,1,42,non-frequent
4071,customer_code_883,1,42,non-frequent
4072,customer_code_884,1,44,non-frequent
4073,customer_code_885,1,47,non-frequent
4074,customer_code_886,1,40,non-frequent
4075,customer_code_887,1,43,non-frequent
4076,customer_code_888,1,49,frequent
4077,customer_code_889,1,47,non-frequent
4078,customer_code_89,1,47,non-frequent
4079,customer_code_890,1,42,non-frequent
4080,customer_code_891,1,55,frequent
4081,customer_code_892,1,50,frequent
4082,customer_code_893,1,56,frequent
4083,customer_code_894,1,57,frequent
4084,customer_code_895,1,46,non-frequent
4085,customer_code_896,1,44,non-frequent
4086,customer_code_897,1,51,frequent
4087,customer_code_898,1,47,non-frequent
4088,customer_code_899,1,44,non-frequent
4089,customer_code_9,1,51,frequent
4090,customer_code_90,1,46,non-frequent
4091,customer_code_900,1,42,non-frequent
4092,customer_code_901,1,47,non-frequent
4093,customer_code_902,1,46,non-frequent
4094,customer_code_903,1,44,non-frequent
4095,customer_code_904,1,45,non-frequent
4096,customer_code_905,1,42,non-frequent
4097,customer_code_906,1,52,frequent
4098,customer_code_907,1,50,frequent
4099,customer_code_908,1,50,frequent
4100,customer_code_909,1,46,non-frequent
4101,customer_code_91,1,46,non-frequent
4102,customer_code_910,1,41,non-frequent
4103,customer_code_911,1,48,non-frequent
4104,customer_code_912,1,43,non-frequent
4105,customer_code_913,1,49,frequent
4106,customer_code_914,1,47,non-frequent
4107,customer_code_915,1,53,frequent
4108,customer_code_916,1,44,non-frequent
4109,customer_code_917,1,47,non-frequent
4110,customer_code_918,1,43,non-frequent
4111,customer_code_919,1,44,non-frequent
4112,customer_code_92,1,40,non-frequent
4113,customer_code_920,1,46,non-frequent
4114,customer_code_921,1,47,non-frequent
4115,customer_code_922,1,44,non-frequent
4116,customer_code_923,1,46,non-frequent
4117,customer_code_924,1,40,non-frequent
4118,customer_code_925,1,41,non-frequent
4119,customer_code_926,1,52,frequent
4120,customer_code_927,1,48,non-frequent
4121,customer_code_928,1,43,non-frequent
4122,customer_code_929,1,46,non-frequent
4123,customer_code_93,1,46,non-frequent
4124,customer_code_930,1,53,frequent
4125,customer_code_931,1,44,non-frequent
4126,customer_code_932,1,48,non-frequent
4127,customer_code_933,1,50,frequent
4128,customer_code_934,1,41,non-frequent
4129,customer_code_935,1,40,non-frequent
4130,customer_code_936,1,54,frequent
4131,customer_code_937,1,41,non-frequent
4132,customer_code_938,1,47,non-frequent
4133,customer_code_939,1,43,non-frequent
4134,customer_code_94,1,40,non-frequent
4135,customer_code_940,1,44,non-frequent
4136,customer_code_941,1,46,non-frequent
4137,customer_code_942,1,50,frequent
4138,customer_code_943,1,42,non-frequent
4139,customer_code_944,1,44,non-frequent
4140,customer_code_945,1,48,non-frequent
4141,customer_code_946,1,46,non-frequent
4142,customer_code_947,1,42,non-frequent
4143,customer_code_948,1,46,non-frequent
4144,customer_code_949,1,49,frequent
4145,customer_code_95,1,50,frequent
4146,customer_code_950,1,44,non-frequent
4147,customer_code_951,1,46,non-frequent
4148,customer_code_952,1,42,non-frequent
4149,customer_code_953,1,44,non-frequent
4150,customer_code_954,1,49,frequent
4151,customer_code_955,1,56,frequent
4152,customer_code_956,1,54,frequent
4153,customer_code_957,1,53,frequent
4154,customer_code_958,1,44,non-frequent
4155,customer_code_959,1,44,non-frequent
4156,customer_code_96,1,43,non-frequent
4157,customer_code_960,1,45,non-frequent
4158,customer_code_961,1,42,non-frequent
4159,customer_code_962,1,48,non-frequent
4160,customer_code_963,1,46,non-frequent
4161,customer_code_964,1,34,non-frequent
4162,customer_code_965,1,46,non-frequent
4163,customer_code_966,1,48,non-frequent
4164,customer_code_967,1,57,frequent
4165,customer_code_968,1,53,frequent
4166,customer_code_969,1,46,non-frequent
4167,customer_code_97,1,54,frequent
4168,customer_code_970,1,40,non-frequent
4169,customer_code_971,1,45,non-frequent
4170,customer_code_972,1,43,non-frequent
4171,customer_code_973,1,46,non-frequent
4172,customer_code_974,1,44,non-frequent
4173,customer_code_975,1,46,non-frequent
4174,customer_code_976,1,44,non-frequent
4175,customer_code_977,1,50,frequent
4176,customer_code_978,1,56,frequent
4177,customer_code_979,1,56,frequent
4178,customer_code_98,1,51,frequent
4179,customer_code_980,1,47,non-frequent
4180,customer_code_981,1,46,non-frequent
4181,customer_code_982,1,43,non-frequent
4182,customer_code_983,1,44,non-frequent
4183,customer_code_984,1,46,non-frequent
4184,customer_code_985,1,44,non-frequent
4185,customer_code_986,1,45,non-frequent
4186,customer_code_987,1,47,non-frequent
4187,customer_code_988,1,42,non-frequent
4188,customer_code_989,1,47,non-frequent
4189,customer_code_99,1,44,non-frequent
4190,customer_code_990,1,49,frequent
4191,customer_code_991,1,40,non-frequent
4192,customer_code_992,1,41,non-frequent
4193,customer_code_993,1,51,frequent
4194,customer_code_994,1,45,non-frequent
4195,customer_code_995,1,40,non-frequent
4196,customer_code_996,1,44,non-frequent
4197,customer_code_997,1,58,frequent
4198,customer_code_998,1,53,frequent
4199,customer_code_999,1,45,non-frequent
4200,customer_code_1,2,33,non-frequent
4201,customer_code_10,2,37,frequent
4202,customer_code_100,2,35,frequent
4203,customer_code_1000,2,32,non-frequent
4204,customer_code_1001,2,35,frequent
4205,customer_code_1002,2,34,frequent
4206,customer_code_1003,2,35,frequent
4207,customer_code_1004,2,31,non-frequent
4208,customer_code_1005,2,27,non-frequent
4209,customer_code_1006,2,34,frequent
4210,customer_code_1007,2,27,non-frequent
4211,customer_code_1008,2,28,non-frequent
4212,customer_code_1009,2,34,frequent
4213,customer_code_101,2,33,non-frequent
4214,customer_code_1010,2,36,frequent
4215,customer_code_1011,2,34,frequent
4216,customer_code_1012,2,32,non-frequent
4217,customer_code_1013,2,32,non-frequent
4218,customer_code_1014,2,31,non-frequent
4219,customer_code_1015,2,28,non-frequent
4220,customer_code_1016,2,35,frequent
4221,customer_code_1017,2,34,frequent
4222,customer_code_1018,2,24,non-frequent
4223,customer_code_1019,2,30,non-frequent
4224,customer_code_102,2,33,non-frequent
4225,customer_code_1020,2,36,frequent
4226,customer_code_1021,2,30,non-frequent
4227,customer_code_1022,2,27,non-frequent
4228,customer_code_1023,2,30,non-frequent
4229,customer_code_1024,2,28,non-frequent
4230,customer_code_1025,2,31,non-frequent
4231,customer_code_1026,2,33,non-frequent
4232,customer_code_1027,2,37,frequent
4233,customer_code_1028,2,37,frequent
4234,customer_code_1029,2,30,non-frequent
4235,customer_code_103,2,38,frequent
4236,customer_code_1030,2,30,non-frequent
4237,customer_code_1031,2,31,non-frequent
4238,customer_code_1032,2,29,non-frequent
4239,customer_code_1033,2,33,non-frequent
4240,customer_code_1034,2,32,non-frequent
4241,customer_code_1035,2,30,non-frequent
4242,customer_code_1036,2,25,non-frequent
4243,customer_code_1037,2,28,non-frequent
4244,customer_code_1038,2,30,non-frequent
4245,customer_code_1039,2,31,non-frequent
4246,customer_code_104,2,29,non-frequent
4247,customer_code_1040,2,27,non-frequent
4248,customer_code_1041,2,33,non-frequent
4249,customer_code_1042,2,29,non-frequent
4250,customer_code_1043,2,39,frequent
4251,customer_code_1044,2,34,frequent
4252,customer_code_1045,2,35,frequent
4253,customer_code_1046,2,37,frequent
4254,customer_code_1047,2,29,non-frequent
4255,customer_code_1048,2,32,non-frequent
4256,customer_code_1049,2,35,frequent
4257,customer_code_105,2,27,non-frequent
4258,customer_code_1050,2,32,non-frequent
4259,customer_code_1051,2,29,non-frequent
4260,customer_code_1052,2,30,non-frequent
4261,customer_code_1053,2,33,non-frequent
4262,customer_code_1054,2,30,non-frequent
4263,customer_code_1055,2,32,non-frequent
4264,customer_code_1056,2,28,non-frequent
4265,customer_code_1057,2,31,non-frequent
4266,customer_code_1058,2,32,non-frequent
4267,customer_code_1059,2,31,non-frequent
4268,customer_code_106,2,32,non-frequent
4269,customer_code_1060,2,31,non-frequent
4270,customer_code_1061,2,26,non-frequent
4271,customer_code_1062,2,33,non-frequent
4272,customer_code_1063,2,33,non-frequent
4273,customer_code_1064,2,32,non-frequent
4274,customer_code_1065,2,31,non-frequent
4275,customer_code_1066,2,33,non-frequent
4276,customer_code_1067,2,28,non-frequent
4277,customer_code_1068,2,29,non-frequent
4278,customer_code_1069,2,36,frequent
4279,customer_code_107,2,29,non-frequent
4280,customer_code_1070,2,28,non-frequent
4281,customer_code_1071,2,26,non-frequent
4282,customer_code_1072,2,31,non-frequent
4283,customer_code_1073,2,30,non-frequent
4284,customer_code_1074,2,32,non-frequent
4285,customer_code_1075,2,33,non-frequent
4286,customer_code_1076,2,32,non-frequent
4287,customer_code_1077,2,35,frequent
4288,customer_code_1078,2,28,non-frequent
4289,customer_code_1079,2,31,non-frequent
4290,customer_code_108,2,31,non-frequent
4291,customer_code_1080,2,23,non-frequent
4292,customer_code_1081,2,29,non-frequent
4293,customer_code_1082,2,25,non-frequent
4294,customer_code_1083,2,38,frequent
4295,customer_code_1084,2,34,frequent
4296,customer_code_1085,2,38,frequent
4297,customer_code_1086,2,30,non-frequent
4298,customer_code_1087,2,31,non-frequent
4299,customer_code_1088,2,30,non-frequent
4300,customer_code_1089,2,36,frequent
4301,customer_code_109,2,31,non-frequent
4302,customer_code_1090,2,28,non-frequent
4303,customer_code_1091,2,28,non-frequent
4304,customer_code_1092,2,29,non-frequent
4305,customer_code_1093,2,32,non-frequent
4306,customer_code_1094,2,28,non-frequent
4307,customer_code_1095,2,30,non-frequent
4308,customer_code_1096,2,29,non-frequent
4309,customer_code_1097,2,29,non-frequent
4310,customer_code_1098,2,26,non-frequent
4311,customer_code_1099,2,31,non-frequent
4312,customer_code_11,2,41,frequent
4313,customer_code_110,2,32,non-frequent
4314,customer_code_1100,2,30,non-frequent
4315,customer_code_1101,2,28,non-frequent
4316,customer_code_1102,2,31,non-frequent
4317,customer_code_1103,2,34,frequent
4318,customer_code_1104,2,27,non-frequent
4319,customer_code_1105,2,33,non-frequent
4320,customer_code_1106,2,33,non-frequent
4321,customer_code_1107,2,29,non-frequent
4322,customer_code_1108,2,32,non-frequent
4323,customer_code_1109,2,30,non-frequent
4324,customer_code_111,2,35,frequent
4325,customer_code_1110,2,29,non-frequent
4326,customer_code_1111,2,31,non-frequent
4327,customer_code_1112,2,32,non-frequent
4328,customer_code_1113,2,32,non-frequent
4329,customer_code_1114,2,33,non-frequent
4330,customer_code_1115,2,33,non-frequent
4331,customer_code_1116,2,34,frequent
4332,customer_code_1117,2,30,non-frequent
4333,customer_code_1118,2,29,non-frequent
4334,customer_code_1119,2,38,frequent
4335,customer_code_112,2,33,non-frequent
4336,customer_code_1120,2,39,frequent
4337,customer_code_1121,2,25,non-frequent
4338,customer_code_1122,2,35,frequent
4339,customer_code_1123,2,29,non-frequent
4340,customer_code_1124,2,29,non-frequent
4341,customer_code_1125,2,33,non-frequent
4342,customer_code_1126,2,28,non-frequent
4343,customer_code_1127,2,33,non-frequent
4344,customer_code_1128,2,29,non-frequent
4345,customer_code_1129,2,30,non-frequent
4346,customer_code_113,2,36,frequent
4347,customer_code_1130,2,36,frequent
4348,customer_code_1131,2,31,non-frequent
4349,customer_code_1132,2,28,non-frequent
4350,customer_code_1133,2,29,non-frequent
4351,customer_code_1134,2,36,frequent
4352,customer_code_1135,2,33,non-frequent
4353,customer_code_1136,2,28,non-frequent
4354,customer_code_1137,2,33,non-frequent
4355,customer_code_1138,2,32,non-frequent
4356,customer_code_1139,2,28,non-frequent
4357,customer_code_114,2,29,non-frequent
4358,customer_code_1140,2,31,non-frequent
4359,customer_code_1141,2,31,non-frequent
4360,customer_code_1142,2,30,non-frequent
4361,customer_code_1143,2,29,non-frequent
4362,customer_code_1144,2,27,non-frequent
4363,customer_code_1145,2,28,non-frequent
4364,customer_code_1146,2,30,non-frequent
4365,customer_code_1147,2,30,non-frequent
4366,customer_code_1148,2,28,non-frequent
4367,customer_code_1149,2,34,frequent
4368,customer_code_115,2,31,non-frequent
4369,customer_code_1150,2,27,non-frequent
4370,customer_code_1151,2,29,non-frequent
4371,customer_code_1152,2,30,non-frequent
4372,customer_code_1153,2,31,non-frequent
4373,customer_code_1154,2,37,frequent
4374,customer_code_1155,2,36,frequent
4375,customer_code_1156,2,30,non-frequent
4376,customer_code_1157,2,32,non-frequent
4377,customer_code_1158,2,25,non-frequent
4378,customer_code_1159,2,25,non-frequent
4379,customer_code_116,2,36,frequent
4380,customer_code_1160,2,32,non-frequent
4381,customer_code_1161,2,30,non-frequent
4382,customer_code_1162,2,27,non-frequent
4383,customer_code_1163,2,35,frequent
4384,customer_code_1164,2,30,non-frequent
4385,customer_code_1165,2,34,frequent
4386,customer_code_1166,2,30,non-frequent
4387,customer_code_1167,2,26,non-frequent
4388,customer_code_1168,2,23,non-frequent
4389,customer_code_1169,2,29,non-frequent
4390,customer_code_117,2,37,frequent
4391,customer_code_1170,2,32,non-frequent
4392,customer_code_1171,2,35,frequent
4393,customer_code_1172,2,30,non-frequent
4394,customer_code_1173,2,32,non-frequent
4395,customer_code_1174,2,34,frequent
4396,customer_code_1175,2,34,frequent
4397,customer_code_1176,2,34,frequent
4398,customer_code_1177,2,38,frequent
4399,customer_code_1178,2,31,non-frequent
4400,customer_code_1179,2,32,non-frequent
4401,customer_code_118,2,37,frequent
4402,customer_code_1180,2,30,non-frequent
4403,customer_code_1181,2,33,non-frequent
4404,customer_code_1182,2,25,non-frequent
4405,customer_code_1183,2,27,non-frequent
4406,customer_code_1184,2,27,non-frequent
4407,customer_code_1185,2,38,frequent
4408,customer_code_1186,2,30,non-frequent
4409,customer_code_1187,2,31,non-frequent
4410,customer_code_1188,2,28,non-frequent
4411,customer_code_1189,2,30,non-frequent
4412,customer_code_119,2,32,non-frequent
4413,customer_code_1190,2,29,non-frequent
4414,customer_code_1191,2,30,non-frequent
4415,customer_code_1192,2,34,frequent
4416,customer_code_1193,2,36,frequent
4417,customer_code_1194,2,23,non-frequent
4418,customer_code_1195,2,34,frequent
4419,customer_code_1196,2,38,frequent
4420,customer_code_1197,2,28,non-frequent
4421,customer_code_1198,2,28,non-frequent
4422,customer_code_1199,2,35,frequent
4423,customer_code_12,2,32,non-frequent
4424,customer_code_120,2,29,non-frequent
4425,customer_code_1200,2,27,non-frequent
4426,customer_code_1201,2,28,non-frequent
4427,customer_code_1202,2,32,non-frequent
4428,customer_code_1203,2,33,non-frequent
4429,customer_code_1204,2,37,frequent
4430,customer_code_1205,2,29,non-frequent
4431,customer_code_1206,2,31,non-frequent
4432,customer_code_1207,2,34,frequent
4433,customer_code_1208,2,27,non-frequent
4434,customer_code_1209,2,30,non-frequent
4435,customer_code_121,2,31,non-frequent
4436,customer_code_1210,2,29,non-frequent
4437,customer_code_1211,2,35,frequent
4438,customer_code_1212,2,30,non-frequent
4439,customer_code_1213,2,35,frequent
4440,customer_code_1214,2,43,frequent
4441,customer_code_1215,2,25,non-frequent
4442,customer_code_1216,2,29,non-frequent
4443,customer_code_1217,2,29,non-frequent
4444,customer_code_1218,2,37,frequent
4445,customer_code_1219,2,33,non-frequent
4446,customer_code_122,2,34,frequent
4447,customer_code_1220,2,30,non-frequent
4448,customer_code_1221,2,34,frequent
4449,customer_code_1222,2,31,non-frequent
4450,customer_code_1223,2,32,non-frequent
4451,customer_code_1224,2,32,non-frequent
4452,customer_code_1225,2,26,non-frequent
4453,customer_code_1226,2,34,frequent
4454,customer_code_1227,2,28,non-frequent
4455,customer_code_1228,2,30,non-frequent
4456,customer_code_1229,2,39,frequent
4457,customer_code_123,2,34,frequent
4458,customer_code_1230,2,39,frequent
4459,customer_code_1231,2,34,frequent
4460,customer_code_1232,2,35,frequent
4461,customer_code_1233,2,26,non-frequent
4462,customer_code_1234,2,33,non-frequent
4463,customer_code_1235,2,30,non-frequent
4464,customer_code_1236,2,35,frequent
4465,customer_code_1237,2,27,non-frequent
4466,customer_code_1238,2,33,non-frequent
4467,customer_code_1239,2,34,frequent
4468,customer_code_124,2,26,non-frequent
4469,customer_code_1240,2,33,non-frequent
4470,customer_code_1241,2,33,non-frequent
4471,customer_code_1242,2,28,non-frequent
4472,customer_code_1243,2,33,non-frequent
4473,customer_code_1244,2,25,non-frequent
4474,customer_code_1245,2,32,non-frequent
4475,customer_code_1246,2,36,frequent
4476,customer_code_1247,2,29,non-frequent
4477,customer_code_1248,2,29,non-frequent
4478,customer_code_1249,2,28,non-frequent
4479,customer_code_125,2,24,non-frequent
4480,customer_code_1250,2,32,non-frequent
4481,customer_code_1251,2,32,non-frequent
4482,customer_code_1252,2,29,non-frequent
4483,customer_code_1253,2,28,non-frequent
4484,customer_code_1254,2,27,non-frequent
4485,customer_code_1255,2,26,non-frequent
4486,customer_code_1256,2,35,frequent
4487,customer_code_1257,2,32,non-frequent
4488,customer_code_1258,2,26,non-frequent
4489,customer_code_1259,2,27,non-frequent
4490,customer_code_126,2,34,frequent
4491,customer_code_1260,2,23,non-frequent
4492,customer_code_1261,2,34,frequent
4493,customer_code_1262,2,32,non-frequent
4494,customer_code_1263,2,30,non-frequent
4495,customer_code_1264,2,31,non-frequent
4496,customer_code_1265,2,27,non-frequent
4497,customer_code_1266,2,22,non-frequent
4498,customer_code_1267,2,29,non-frequent
4499,customer_code_1268,2,27,non-frequent
4500,customer_code_1269,2,32,non-frequent
4501,customer_code_127,2,35,frequent
4502,customer_code_1270,2,26,non-frequent
4503,customer_code_1271,2,36,frequent
4504,customer_code_1272,2,30,non-frequent
4505,customer_code_1273,2,32,non-frequent
4506,customer_code_1274,2,28,non-frequent
4507,customer_code_1275,2,34,frequent
4508,customer_code_1276,2,27,non-frequent
4509,customer_code_1277,2,30,non-frequent
4510,customer_code_1278,2,30,non-frequent
4511,customer_code_1279,2,26,non-frequent
4512,customer_code_128,2,27,non-frequent
4513,customer_code_1280,2,30,non-frequent
4514,customer_code_1281,2,29,non-frequent
4515,customer_code_1282,2,33,non-frequent
4516,customer_code_1283,2,34,frequent
4517,customer_code_1284,2,39,frequent
4518,customer_code_1285,2,28,non-frequent
4519,customer_code_1286,2,30,non-frequent
4520,customer_code_1287,2,31,non-frequent
4521,customer_code_1288,2,26,non-frequent
4522,customer_code_1289,2,30,non-frequent
4523,customer_code_129,2,32,non-frequent
4524,customer_code_1290,2,22,non-frequent
4525,customer_code_1291,2,23,non-frequent
4526,customer_code_1292,2,32,non-frequent
4527,customer_code_1293,2,30,non-frequent
4528,customer_code_1294,2,31,non-frequent
4529,customer_code_1295,2,27,non-frequent
4530,customer_code_1296,2,39,frequent
4531,customer_code_1297,2,27,non-frequent
4532,customer_code_1298,2,35,frequent
4533,customer_code_1299,2,28,non-frequent
4534,customer_code_13,2,30,non-frequent
4535,customer_code_130,2,39,frequent
4536,customer_code_1300,2,30,non-frequent
4537,customer_code_1301,2,32,non-frequent
4538,customer_code_1302,2,30,non-frequent
4539,customer_code_1303,2,29,non-frequent
4540,customer_code_1304,2,31,non-frequent
4541,customer_code_1305,2,30,non-frequent
4542,customer_code_1306,2,34,frequent
4543,customer_code_1307,2,34,frequent
4544,customer_code_1308,2,27,non-frequent
4545,customer_code_1309,2,32,non-frequent
4546,customer_code_131,2,33,non-frequent
4547,customer_code_1310,2,33,non-frequent
4548,customer_code_1311,2,30,non-frequent
4549,customer_code_1312,2,30,non-frequent
4550,customer_code_1313,2,33,non-frequent
4551,customer_code_1314,2,31,non-frequent
4552,customer_code_1315,2,33,non-frequent
4553,customer_code_1316,2,25,non-frequent
4554,customer_code_1317,2,37,frequent
4555,customer_code_1318,2,31,non-frequent
4556,customer_code_1319,2,31,non-frequent
4557,customer_code_132,2,28,non-frequent
4558,customer_code_1320,2,33,non-frequent
4559,customer_code_1321,2,24,non-frequent
4560,customer_code_1322,2,22,non-frequent
4561,customer_code_1323,2,29,non-frequent
4562,customer_code_1324,2,32,non-frequent
4563,customer_code_1325,2,33,non-frequent
4564,customer_code_1326,2,34,frequent
4565,customer_code_1327,2,32,non-frequent
4566,customer_code_1328,2,33,non-frequent
4567,customer_code_1329,2,27,non-frequent
4568,customer_code_133,2,30,non-frequent
4569,customer_code_1330,2,27,non-frequent
4570,customer_code_1331,2,29,non-frequent
4571,customer_code_1332,2,35,frequent
4572,customer_code_1333,2,32,non-frequent
4573,customer_code_1334,2,33,non-frequent
4574,customer_code_1335,2,33,non-frequent
4575,customer_code_1336,2,28,non-frequent
4576,customer_code_1337,2,30,non-frequent
4577,customer_code_1338,2,30,non-frequent
4578,customer_code_1339,2,23,non-frequent
4579,customer_code_134,2,31,non-frequent
4580,customer_code_1340,2,31,non-frequent
4581,customer_code_1341,2,32,non-frequent
4582,customer_code_1342,2,27,non-frequent
4583,customer_code_1343,2,33,non-frequent
4584,customer_code_1344,2,30,non-frequent
4585,customer_code_1345,2,32,non-frequent
4586,customer_code_1346,2,37,frequent
4587,customer_code_1347,2,35,frequent
4588,customer_code_1348,2,35,frequent
4589,customer_code_1349,2,30,non-frequent
4590,customer_code_135,2,33,non-frequent
4591,customer_code_1350,2,36,frequent
4592,customer_code_1351,2,31,non-frequent
4593,customer_code_1352,2,26,non-frequent
4594,customer_code_1353,2,36,frequent
4595,customer_code_1354,2,34,frequent
4596,customer_code_1355,2,34,frequent
4597,customer_code_1356,2,31,non-frequent
4598,customer_code_1357,2,25,non-frequent
4599,customer_code_1358,2,30,non-frequent
4600,customer_code_1359,2,29,non-frequent
4601,customer_code_136,2,25,non-frequent
4602,customer_code_1360,2,31,non-frequent
4603,customer_code_1361,2,30,non-frequent
4604,customer_code_1362,2,35,frequent
4605,customer_code_1363,2,28,non-frequent
4606,customer_code_1364,2,34,frequent
4607,customer_code_1365,2,35,frequent
4608,customer_code_1366,2,26,non-frequent
4609,customer_code_1367,2,27,non-frequent
4610,customer_code_1368,2,33,non-frequent
4611,customer_code_1369,2,30,non-frequent
4612,customer_code_137,2,31,non-frequent
4613,customer_code_1370,2,31,non-frequent
4614,customer_code_1371,2,32,non-frequent
4615,customer_code_1372,2,29,non-frequent
4616,customer_code_1373,2,30,non-frequent
